series,days,final_nav,total_return,annualized_return,max_drawdown,ulcer_index,recovery_time_days,tail_risk_5pct_mean,vol_annualized
strategy,2554,3.2057261817884566,2.2057261817884566,0.12180954351909401,-0.17472894673251216,0.05189862996859173,474,-0.018898823149911495,0.12038214823035544
benchmark,2554,4.027707187799518,3.0277071877995176,0.14736159436398655,-0.3371726416016424,0.07118033405533704,488,-0.02751076970360208,0.1790699202482548
