date,p_lead5,p_lead10,srs,srs_accel,sentiment_signal,vol20,vol60,hurst_100,drawdown_252,ret5d,ret20d,external_event,is_trading_day,lead5_slope_5d,trend_score,trend_score_slope_5d,mode,active_track,switch_reason,action,reference_prob,execution_signal,warning_level,signal_stage,prewarning_type,warning_source,warning_sources,portfolio_state,cooldown_left,normal_streak,is_new_warning,short_early_streak,short_streak,watch_streak,short_trend_streak,dd_expand_streak
2025-02-06,0.0992907801418439,0.1602564102564102,-0.3172255469647748,-0.08953962068053062,0,0.008127151056501124,0.007791284006633033,0.796849741231928,0.005625271541260579,0.0021155517034896487,0.028550079545548668,0,1,-0.0008314991440449976,0.02330709379125816,-0.00896463415861408,NORMAL,LEAD5,high_hurst,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-02-05,0.0992907801418439,0.1602564102564102,-0.518474741843038,-0.24397495798244595,0,0.00811848582812328,0.007830859748199644,0.7994662203971452,0.00906930087429958,0.004004674925427887,0.02498768345575142,0,1,-0.0008314991440449976,0.017490391140656696,-0.03461765378420266,NORMAL,LEAD5,high_hurst,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-02-04,0.1034482758620689,0.2043010752688172,-0.14028089842444752,0.14623279191129662,0,0.008092270761065612,0.007815251824494685,0.8011511792579307,0.013070945566167946,-0.004532511173200304,0.022339912487986835,0,1,0.0,0.026784045926545968,0.0033875192477117342,NORMAL,LEAD5,high_hurst|shortterm_watch_guard,SHORT_TERM_WATCH,0.1034482758620689,NONE,WATCH,WATCH,WATCH_NOISE,shortterm_watch_guard,high_hurst|shortterm_watch_guard,NORMAL,0,0,0,0,0,1,0.0,0.0
2025-02-03,0.1293103448275862,0.2043010752688172,0.2120496677948231,0.6078238510664544,0,0.008434607947232463,0.007779820560183944,0.8027814388845627,0.019647383734767154,-0.002669455841059931,0.004047956464994229,0,1,0.0,0.15780310906644793,-0.018934134169715327,NORMAL,LEAD5,high_hurst,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-01-31,0.1034482758620689,0.2043010752688172,-0.3744981119837844,0.17240754542644704,0,0.008353749172616116,0.0077292660280783776,0.8042419268083405,0.013005319930039838,-0.010115522392061926,0.01667379690189974,0,1,0.0008314991440449976,0.14465104996077024,0.0052702574134036425,NORMAL,LEAD5,high_hurst|shortterm_watch_guard,SHORT_TERM_WATCH,0.1034482758620689,NONE,WATCH,WATCH,WATCH_NOISE,shortterm_watch_guard,high_hurst|shortterm_watch_guard,NORMAL,0,0,0,1,0,3,0.0,0.0
2025-01-30,0.1034482758620689,0.2043010752688172,-0.5512948348465142,0.12857137087011294,0,0.008606520669163932,0.0077131197392233475,0.8055418554760381,0.00772448170432205,-0.00772448170432205,0.03489335480454203,0,1,0.0008314991440449976,0.06813026458432855,0.009268044331267267,NORMAL,LEAD5,high_hurst|shortterm_watch_guard,SHORT_TERM_WATCH,0.1034482758620689,NONE,WATCH,WATCH,WATCH_NOISE,shortterm_watch_guard,high_hurst|shortterm_watch_guard,NORMAL,0,0,0,0,0,2,0.0,0.0
2025-01-29,0.1034482758620689,0.2043010752688172,-0.5785442742187985,0.1945973538417487,0,0.008611347654732605,0.007745182037832608,0.8065946524605023,0.013021827613201697,-0.007634878111689614,0.02683923369819574,0,1,0.0008314991440449976,0.19057866006166999,0.02199258058621153,NORMAL,LEAD5,high_hurst|shortterm_watch_guard,SHORT_TERM_WATCH,0.1034482758620689,NONE,WATCH,WATCH,WATCH_NOISE,shortterm_watch_guard,high_hurst|shortterm_watch_guard,NORMAL,0,0,0,0,0,1,0.0,0.0
2025-01-28,0.1034482758620689,0.2043010752688172,-0.6865833631038836,0.05787191009014536,0,0.00850897976233209,0.008336599359393619,0.8068158954792165,0.00857731115159821,0.0024377181745478538,0.03146325072843603,0,1,0.0008314991440449976,0.009846449687987294,0.001969289937597459,NORMAL,LEAD5,high_hurst,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-01-27,0.1293103448275862,0.2043010752688172,-0.5436077028981774,0.13640812024033644,0,0.008417833094138516,0.008403472176478924,0.8062240847334421,0.017023371030940204,0.0029953151312085424,0.018955573733593578,0,1,0.005172413793103459,0.25247377991502457,0.04778059811798722,NORMAL,LEAD5,high_hurst,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-01-24,0.0992907801418439,0.1602564102564102,-1.039300853515763,-0.43251418351221327,0,0.008178213802966093,0.008178342459716346,0.8052325101017447,0.0029193280664033816,0.017386592198168183,0.021781033933603533,0,1,-0.0008314991440449976,0.11829976289375203,0.009271806334340823,NORMAL,LEAD5,high_hurst,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
