start_date,trough_date,end_date,drawdown_depth,event_len,recovery_len,recovered_target,a_recovery_amplitude,b_recovery_speed,curve_r2,rss,rsts,t50
2020-03-31,2020-03-31,2020-07-31,-0.19447675877414594,2,5,True,1.1282141456726587,0.3600542059213866,0.7996739446367521,0.9322428232993917,1.1282141456726587,1.6261722408146002
2022-06-30,2022-06-30,2023-12-31,-0.19981355552160596,2,19,True,1.1622944115430964,0.07780526169273018,0.6312098194961804,0.6987987102894743,1.1622944115430964,7.228830953052618
2022-09-30,2022-09-30,2023-12-31,-0.2392718856765471,2,16,True,1.1355304377696533,0.09855985897788863,0.7606151418005176,0.7546350734002205,1.1355304377696533,5.888758238394709
2022-12-31,2022-12-31,2023-12-31,-0.18175388636002,2,13,True,1.1784205227253182,0.10604930024286018,0.698206090149595,0.7830557172434361,1.1784205227253182,5.206662786157533
