date,vix,hy_oas,fear_greed,aaii_spread,wiki_views_total,gdelt_risk,z_vix,z_hy_oas,z_fear_greed_inv,z_aaii_bear,z_wiki_views,z_gdelt_risk,srs_v2,srs_accel_v2,sentiment_signal_v2,srs_plus,srs_accel_plus,sentiment_signal_plus
2026-02-23,21.01,,38.3755102040816,,,116992.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,,0,0.0,,0
