date,p_structural,p_shock,early_score_raw,early_score,early_score_q20_thr,early_score_q10_thr,early_struct_level,tactical_level,risk_regime,structural_damage_score,breadth_damage_score,new_lows_ratio_proxy,ad_spread_proxy,sector_sync_breakdown_proxy,leadership_failure_proxy,regime_context,regime_multiplier,ibb_risk_score,ibb_risk_weight,composite_risk_score,shock_high_cut_eff,shock_risk_cut_eff,hard_gate_reason,hard_force_crisis,hard_trend_cap_flag,hard_credit_high_flag,hard_max_allocation,recovery_active,recovery_cap,recovery_days,recovery_floor,base_allocation,shock_modifier,tactical_multiplier,tactical_gate_on,early_struct_multiplier,final_allocation,allocation_action,guardrail_applied,guardrail_cap,guardrail_reasons,drawdown_252,ret5d,vol20,hurst_100
2024-02-22,0.0047920970898079765,0.10130724787604217,0.19926502543750907,0.5496520722726117,0.642832981713458,0.8233152765451364,0,0,LOW,0.3292982065581068,0.4195837571780097,0.4134981676824594,-0.373527670825458,0.36167433622134526,0.4252227991203525,BULL,0.6,0.11867432797282311,0.05,0.02907715631763512,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.010936013519204035,0.008774703311521616,0.8155090486735463
2024-02-21,0.006990510895101267,0.08156213174139991,0.12476612933718176,0.5311511330790929,0.6428387395508143,0.8233260594206644,0,0,LOW,0.33448039407891783,0.42282070996913546,0.354576953670521,-0.20131175972221033,0.4980042972992941,0.5042751224715513,NEUTRAL,1.0,0.06837021523934123,0.05,0.03650908895327285,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.009561630038866231,-0.0027278407161808182,0.007655094893358392,0.8162378395542368
2024-02-20,0.007601616711756799,0.03027174855907627,0.008672900117699205,0.502168211438515,0.6428444973881705,0.8233368422961923,0,2,LOW,0.19144478849179197,0.1024784056782328,0.1393320951222695,0.42729643178782606,0.03156313558753203,0.23901839200312966,BULL,0.6,0.15918788091175212,0.05,0.017281091760578772,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.010458034801684613,0.005424245287789731,0.007654790084758957,0.8164337476443585
2024-02-16,0.007310346642503536,0.029767507920264464,0.12112182083949904,0.5302434903314532,0.6428502552255269,0.8233476251717202,0,0,LOW,0.14134253652438628,0.10308512179080352,0.13884634209827496,0.4303695732030198,0.030213821631991617,0.2432803234329475,NEUTRAL,1.0,0.13334692732558664,0.05,0.021837699455999192,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.004980061067652364,-0.003371848902035457,0.007484323435915286,0.8168081553890763
2024-02-15,0.005310946901202428,0.02878968080175326,0.009158089937424615,0.5022895064825196,0.6428560130628831,0.8233584080472481,0,0,LOW,0.2265970724883995,0.2533286552400402,0.30647390877079145,-0.052253601906782354,0.1605908179328378,0.336038559334213,BULL,0.6,0.1807296328637534,0.05,0.0171535839030248,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.0074048860563016294,0.007670830934549567,0.8170303429015288
2024-02-14,0.00474596155065322,0.028748711467388374,0.16974208000367805,0.5423339237087962,0.6428617709002393,0.823369190922776,0,0,LOW,0.276972263765514,0.33657746765881746,0.3791775014878289,-0.26904468141269,0.21713805671275585,0.3591237445907767,NEUTRAL,1.0,0.2954565774135061,0.05,0.02791975289218583,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.005247295957000908,0.0009436223029619661,0.007741699867550679,0.8173410450536633
2024-02-13,0.005729883210236931,0.108090995300063,0.22606903653624488,0.556277779689703,0.6428675287375956,0.8233799737983041,0,2,LOW,0.5166276881345881,0.6342918654879253,0.5371765356534655,-0.7254235996700059,0.6400261943971397,0.5887783988427577,NEUTRAL,1.0,0.35641521219131755,0.05,0.05937703305124194,0.4,0.2,BREADTH_CRISIS,1,0,0,0.3,0,0.3,0,0.0,1.0,1.0,1.0,0,1.0,0.3,REDUCE_TO_15_35,0,,,0.014205865660638084,0.00020238998708310696,0.007802116266467306,0.8173757483480802
2024-02-12,0.005987194312885636,0.029146582595757087,-0.290829615957697,0.42780077548834994,0.6431770816012691,0.8234641638383707,0,0,LOW,0.15706131719663657,0.123368297859066,0.20272609266154545,0.24447714502854198,0.0798980720700909,0.21084902670462766,BULL,0.6,0.31855239301432364,0.05,0.024383407777850568,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0004388813156106508,0.017114874375496303,0.007013926340166325,0.8172821148619602
2024-02-09,0.006922209852834155,0.03044443414961499,-0.2354715056663184,0.4414026269216847,0.643486634464943,0.8235483538784373,0,0,LOW,0.3036347210147185,0.37179550878804946,0.3204968186077479,-0.10049417479614,0.4706222955423949,0.44565110867193847,BULL,0.6,0.37476205752471836,0.05,0.027831095890260386,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.013856468734825711,0.0070048871945306524,0.8174009484782331
2024-02-08,0.008016480707348355,0.029527049850193623,-0.3235025638770934,0.41982238416368306,0.6437961873286171,0.8236325439185039,0,0,LOW,0.19294143789947044,0.1799298520549002,0.17093443362845245,0.33796408038819936,0.24064079940294297,0.3081441751882053,BULL,0.6,0.34584651922230164,0.05,0.026619433905521604,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.018642640323689452,0.006973145252667654,0.8180430430294718
2024-02-07,0.009567435596250373,0.029146582595757087,-0.5639789570754028,0.36262730662895437,0.6441057401922906,0.8237167339585705,0,0,LOW,0.14744881379376062,0.11403386792539749,0.07819964700471249,0.609877865754453,0.12835869125001398,0.2495771334468635,BULL,0.6,0.41207828118475653,0.05,0.03045599628688446,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.03151920118570417,0.006988162793280372,0.8185870241636315
2024-02-06,0.01006256961770424,0.029146582595757087,-0.1667813639111264,0.4584010408167807,0.6444152930559646,0.8238009239986375,0,0,LOW,0.10332225757081513,0.04904685363715597,0.014020301379705502,0.8046861910775686,0.0,0.18216711316891837,BULL,0.6,0.32855113269956787,0.05,0.026472741130992038,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.000748478561706567,0.006294726682879448,0.006889815627673848,0.818924842645768
2024-02-05,0.006109262667610078,0.028983426034885507,-0.10043125397678229,0.4749132692721754,0.6447248459196381,0.8238851140387041,0,0,LOW,0.1627479813589616,0.13242066881950537,0.20732044121065052,0.23648037139433437,0.08347145427495038,0.2388907797924206,NEUTRAL,1.0,0.3774487693581706,0.05,0.03298765831406501,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0036410521513444705,0.0026056718526330513,0.006933513223276066,0.8193682495857545
2024-02-02,0.005380406010030706,0.028005598916374302,-0.19057668290860452,0.4524995083877716,0.6449354107095651,0.8239693040787707,0,0,LOW,0.2567974868010366,0.3006774528516743,0.32652137110697294,-0.12095228705730336,0.2673015848354077,0.34142661624989706,BULL,0.6,0.36031589605228376,0.05,0.025995328918964767,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.014238544183859725,0.007328736580874102,0.8195941637925964
2024-02-01,0.006449058783789644,0.028272187355864068,-0.033740750237523875,0.49156561259452375,0.6449479993519976,0.8240534941188373,0,0,LOW,0.24113818215364471,0.2712106845416728,0.2809622230086474,0.015756131860522538,0.30614368587968144,0.3442002724954645,NEUTRAL,1.0,0.24304836634647736,0.05,0.02623957210133956,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.004213417344936632,0.002397351475448062,0.007101554746197623,0.8201199160611852
2024-01-31,0.009709009218428242,0.030544040352676636,0.01596403699442056,0.5039909244915476,0.6449605879944302,0.8241376841589039,0,2,LOW,0.2625389964505774,0.19798424233949885,0.19826457790550298,0.26530017707391484,0.2788967066259083,0.3147756848265841,NEUTRAL,1.0,0.1961653184427745,0.05,0.026809536037553906,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.01707811846736018,-0.005171133037615294,0.006726288613373515,0.8197765813339735
2024-01-30,0.007658429668656294,0.027717682319009753,-0.5546481076595252,0.36478668636091444,0.6449731766368627,0.8242218741989709,0,0,LOW,0.11478656550607548,0.06262003848047987,0.09703022711135552,0.5744844602390868,0.0,0.15344992681056394,BULL,0.6,0.24614223902254334,0.05,0.02111461280889517,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0007734772727157058,0.012436501111089404,0.00576848689206401,0.8193980326078313
2024-01-29,0.008250980683745891,0.027717682319009753,-0.5876636711961516,0.3571710959898529,0.6449857652792953,0.8243060642390375,0,0,LOW,0.14150205100721758,0.10330045438979645,0.11029241772567651,0.538701421628969,0.08883741654896529,0.21407198328454397,BULL,0.6,0.07191254462104035,0.05,0.012634222984704964,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.016175347826286712,0.005983402903124238,0.8194033703799813
2024-01-26,0.008378403675473453,0.028469319092474406,-0.5733900577225052,0.3604549552757609,0.6449983539217279,0.8243902542791041,0,0,LOW,0.10995021120037345,0.056369708688766014,0.0698763163445125,0.662996481697226,0.0,0.15560251841055156,BULL,0.6,0.11961042180079003,0.05,0.015226655532893773,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0012705392525373949,0.010322750603880326,0.005807500966981717,0.8191704851254871
2024-01-25,0.007333745632339981,0.028108882284908942,-0.8223141228265459,0.30527265676478305,0.6450109425641605,0.8244744443191707,0,0,LOW,0.12367986318286338,0.07562317738338889,0.11750722155094095,0.5218043914709147,0.01361672787295406,0.1713687601096605,BULL,0.6,0.14730114281092113,0.05,0.016128083216989525,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.024218956170293682,0.005856112016099718,0.8188552445655889
2024-01-24,0.006386727976252193,0.028245793290105847,-0.9364807561008496,0.2816117612678847,0.6450615307791185,0.8245586343592373,0,0,LOW,0.23800242467014843,0.2626569472991904,0.2734179023995635,0.05067336960479132,0.30466577771661013,0.3481052504179143,BULL,0.6,0.14804504497537496,0.05,0.01582469275042933,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.027737262429015752,0.005771694448288824,0.8186170050561379
2024-01-23,0.008974681057682824,0.028245793290105847,-0.8477422189736634,0.2999066929907329,0.6451311187803397,0.8246428243993043,0,0,LOW,0.22807125176197784,0.2335117043181591,0.18852530891886646,0.3065807710295038,0.35449417404971817,0.3910273343040518,BULL,0.6,0.0,0.05,0.009431742203418528,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.0209083848656737,0.0057749099643904424,0.8180939213274181
2024-01-22,0.00912729743290458,0.028245793290105847,-0.7279520348929049,0.32564430005130174,0.6452007067815606,0.8247270144393709,0,0,LOW,0.11052243088502797,0.05893484719162367,0.045704730918011,0.7247584729244299,0.0,0.19003465784848367,BULL,0.6,0.0,0.05,0.009491262589755012,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.014202496827401268,0.005805322450121831,0.8172414120993915
2024-01-19,0.007111933042944676,0.02863867520958561,-0.709668051509484,0.32967219282154525,0.6452702947827816,0.8248112044794375,0,0,LOW,0.1606960697478718,0.13153632662172351,0.16482887853621897,0.37175194329932315,0.09238926500277879,0.2689271629478963,BULL,0.6,0.0,0.05,0.008787775680761402,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.012062698320228327,0.005803988755450525,0.8161085189642726
2024-01-18,0.0069993063838713725,0.030289948150531595,-0.76482996498269,0.3175985483040045,0.6453398827840027,0.8248953945195041,0,0,LOW,0.14127256216684492,0.10250561503949225,0.1438454765766925,0.43528385986283685,0.034102037337427483,0.23207494624384903,NEUTRAL,1.0,0.0,0.05,0.01515103100220245,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0004195273687978007,0.0002937802486975283,0.005143991754037738,0.8150098304462364
2024-01-17,0.0065360056962091755,0.11597155993560322,-0.6692478652435001,0.33866527680425873,0.6454094707852236,0.8249795845595707,0,2,LOW,0.426128550176249,0.4779491208191001,0.436230978477972,-0.4234124611622754,0.46432862302228584,0.49172649747424657,NEUTRAL,1.0,0.0,0.05,0.04483844967999709,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.00923025813758449,-0.00896005745188,0.005196540598710403,0.813556655605561
2024-01-16,0.004655883513292994,0.03332674343008902,-0.7221860506104826,0.3269117814463328,0.6454790587864446,0.8250637745996376,0,0,LOW,0.2396152703029269,0.2746816275686086,0.3348231585971515,-0.13436623628480074,0.18264023446445116,0.30262458697549766,NEUTRAL,1.0,0.0,0.05,0.014690684484171603,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0036920376526305976,0.00221566121071759,0.005973995852784747,0.8121712111991028
2024-01-12,0.006645518945207477,0.03290311294204357,-1.004320950770755,0.2680927195437421,0.6455621997100324,0.8250786780470267,0,0,LOW,0.31817657259671833,0.39561163848767184,0.3389415571398275,-0.14789648688584361,0.4858434333309769,0.4677478244083466,BULL,0.6,0.0,0.05,0.009501406106460065,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,2.099276904066194e-05,0.018720896777731255,0.0061583916992349495,0.8084351119663334
2024-01-11,0.006424151306041437,0.02873862652709565,-1.035564947770406,0.26200664629349496,0.6456453406336201,0.8250935814944158,0,0,LOW,0.13180603395943777,0.08696094759667752,0.1413303772257625,0.4092519947850892,0.03214584895337082,0.17436756420757676,BULL,0.6,0.0,0.05,0.008540530580046246,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0007130981233512967,0.01941028762577357,0.006182608493324704,0.8073786418974132
2024-01-10,0.006228154030161554,0.028262432779400146,-0.989006580683982,0.27110834121581856,0.645728481557208,0.8251084849418049,0,0,LOW,0.14066279826683165,0.09973517541506903,0.1627904743202245,0.3518514307358285,0.04883703558239682,0.1873131917576548,BULL,0.6,0.0,0.05,0.008364090955437036,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.00027264358791612153,0.016574651974734733,0.00620168371823845,0.8063561009761676
2024-01-09,0.007274717835904,0.02812235908805497,-0.5923022791250537,0.35610677910121225,0.6458116224807957,0.825123388389194,0,0,LOW,0.18224667665625477,0.16295539790406094,0.185120011427371,0.28776028363153555,0.1867652061695017,0.2799363740193711,NEUTRAL,1.0,0.0,0.05,0.014571392274156839,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.005894638341823022,0.0026024608982466724,0.0067731296977532355,0.8048125598514695
2024-01-08,0.008034914954930352,0.02846319728603981,-0.5139519111819959,0.3742675632094136,0.6458947634043835,0.8251382918365832,0,0,LOW,0.15287750988352544,0.1202456982093618,0.12483963500881996,0.4607863660700615,0.12015861121111099,0.23598454661751628,NEUTRAL,1.0,0.0,0.05,0.01518481377081866,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.00438420860934452,-0.001493563976823764,0.006778108956111914,0.8033906923499081
2024-01-05,0.017234653562628093,0.026730050386456965,-0.4726497467508554,0.3839892761437254,0.6459779043279712,0.8251531952839722,0,1,LOW,0.14686646166213005,0.061793045192209545,0.07442018746225,0.6030300142538332,0.0,0.1727519933065882,BEAR,1.5,0.0,0.05,0.0308370636764523,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.018397472365643708,-0.01554751347355765,0.006119407891148982,0.8017738349985107
2024-01-04,0.018009712237222548,0.026821301392102325,-0.4308442117669274,0.3939247596218988,0.6460579141005195,0.8251680987313613,0,1,LOW,0.19636890283955633,0.11623981265978531,0.17796682188404347,0.3182681356874796,0.060640861465367145,0.22635156728973058,BEAR,1.5,0.0,0.05,0.031640652662145705,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.01974022235540973,-0.01974022235540973,0.00616230932033435,0.8001227824619415
2024-01-03,0.016936768915126355,0.027948439978396158,-0.5134655028793778,0.3743814827933337,0.6461316615709887,0.8251830021787504,0,2,LOW,0.36493148386828267,0.3325479799377392,0.28611897318839147,0.024855414439807898,0.4447592013687489,0.4533599238936563,BEAR,1.5,0.0,0.05,0.031186280680906182,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.01657261031437718,-0.016201249672684548,0.006230008068574745,0.7983376073718489
2024-01-02,0.007791237987074678,0.024307142395498613,-0.8015963634190615,0.3096841448582969,0.6462054090414577,0.8251979056261395,0,2,LOW,0.1844134430527169,0.08654201444613735,0.13527163109211648,0.4412955329971345,0.027433490849423918,0.183462935843009,NEUTRAL,1.0,0.0,0.05,0.013571804530023055,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.008475043271345184,-0.0063071951781478175,0.005945915288565326,0.7961774673799765
2023-12-29,0.0059212160494156035,0.023348769748125237,-1.0021508443922955,0.2685187499143451,0.646279156511927,0.8252128090735287,0,0,LOW,0.17216705897399004,0.1486837726129714,0.23562230270555096,0.17133334550514862,0.10548401321542851,0.22973989578519666,NEUTRAL,1.0,0.0,0.05,0.012020859843963975,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.00289496845311632,0.0035046569312444653,0.005926814695309258,0.7910464854912761
2023-12-28,0.007979728454739122,0.022584716380913628,-1.109940774058728,0.2478819302715038,0.6463529039823961,0.8252277125209178,0,0,LOW,0.2792764576699347,0.32757768700787604,0.2896084012612765,0.03294068092707246,0.44747320098099286,0.4340130465617952,BULL,0.6,0.0,0.05,0.007854884537340118,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.008440662283734746,0.005874502026843909,0.7880131836454242
2023-12-27,0.00897627298497646,0.022185426755103432,-1.2438715073441753,0.22376281285535227,0.6464266514528653,0.8252426159683068,0,0,LOW,0.176885457424907,0.1565531317427004,0.1346837301577515,0.4494961223843574,0.21164479198216804,0.27988400483088216,BULL,0.6,0.0,0.05,0.00815968608271254,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.017618469624393507,0.00586403608127183,0.7851389089070652
2023-12-26,0.008861792431062625,0.022185426755103432,-0.9663987090805035,0.2755988975215892,0.6465003989233344,0.8252575194156959,0,0,LOW,0.10778257245944807,0.054592101780175414,0.0423494514502375,0.691273519190984,0.0,0.17601895567046416,NEUTRAL,1.0,0.0,0.05,0.013525064444476907,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.0017058535962446442,0.005908037991083506,0.7822686620104106
2023-12-22,0.007628303195359027,0.022185426755103432,-1.0636011982842026,0.25662186270897414,0.6465563858855102,0.825272422863085,0,0,LOW,0.13258227105813533,0.08945612652055626,0.12835471262442796,0.47483563342554114,0.022053665374555075,0.20741612808324197,BULL,0.6,0.0,0.05,0.007633977864761741,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0025061598622303505,0.009204563089090234,0.005951431023618734,0.7828096638758861
2023-12-21,0.008293403182785772,0.022185426755103432,-1.0101151178904306,0.26695732260897753,0.6466034925935396,0.8252873263104742,0,0,LOW,0.2177577617576976,0.21638770494328494,0.2241177791712995,0.22502065501572094,0.2813547145770653,0.36007832602477496,BULL,0.6,0.0,0.05,0.007893366859858171,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.004506662095244196,0.00552221241326345,0.0059619001552921914,0.7836302388980124
2023-12-20,0.008609183571008898,0.023997868330760955,-1.002022797597018,0.2685439011543157,0.6466505993015688,0.8253022297578633,0,2,LOW,0.18682761110960833,0.09032804842885264,0.13170844711604998,0.46773573998754026,0.024662125534705526,0.20494162106465508,NEUTRAL,1.0,0.0,0.05,0.013995223236922117,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.013857310898502506,-0.0007258093631943296,0.005718302065550075,0.7847875509711246
2023-12-19,0.007114049801068165,0.08337408194470952,-1.7993945236400668,0.14192478512237244,0.6466977060095981,0.8253171332052524,0,0,LOW,0.37248344028245034,0.48266668044003297,0.42370655551878694,-0.30601593062345656,0.5517717654035009,0.5335084586516301,BULL,0.6,0.0,0.05,0.020283036630805582,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.027289893253554354,0.004412170414485271,0.7855127460096092
2023-12-18,0.008704823145839159,0.023194044060982494,-1.7594639040532718,0.14685749474616444,0.6467448127176273,0.8253320366526414,0,0,LOW,0.27217546145235255,0.30994829559446174,0.269411616300797,0.1019209145178021,0.43176459045617543,0.45688440438570965,BULL,0.6,0.0,0.05,0.008265630279683595,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.025744172695490786,0.004449637315877916,0.7881398911383111
2023-12-15,0.008111513616493147,0.023348769748125237,-1.7099626974268818,0.15316855414270852,0.6467919194256565,0.8253469401000305,0,0,LOW,0.11839462536278143,0.06897719885742927,0.09187431787476351,0.576037018951278,0.0,0.18403447755495356,BULL,0.6,0.0,0.05,0.008066731957538627,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0016465391578902588,0.023974024558061302,0.004558213247743375,0.7903638563099227
2023-12-14,0.006611784628173276,0.023348769748125237,-1.8205625483141314,0.13936638531676393,0.6468390261336858,0.8253618435474197,0,0,LOW,0.1658516646097665,0.13733579425817571,0.21010338498749948,0.26168876159235055,0.08563596610138846,0.253603825943815,BULL,0.6,0.0,0.05,0.007481837652093877,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.03007227965271997,0.004473885212521017,0.7922126155119127
2023-12-13,0.005906287604893209,0.023544612902833217,-1.8745684775874574,0.13301399603148523,0.6468545366724545,0.8254622349991527,0,0,LOW,0.2031520356149629,0.20792462251583194,0.285471617937273,0.06139924996756193,0.1442557028401012,0.2864705442589218,BULL,0.6,0.0,0.05,0.007247820875503326,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.03461158423263555,0.0044764178535998235,0.7944357467063476
2023-12-12,0.007430198838722729,0.0623761635175458,-1.7816756530073152,0.14409634819139694,0.6468700472112233,0.8255626264508857,0,0,LOW,0.3308868733636125,0.41436404110111086,0.36595968929972195,-0.1504253754889787,0.5068575361220059,0.49261779274190004,BULL,0.6,0.0,0.05,0.015996771885786482,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.0164256411395467,0.003563999787479389,0.7966042657157121
2023-12-11,0.007739025337661542,0.024230902308164895,-1.2625396121913983,0.22053702193308802,0.646885557749992,0.8256630179026188,0,0,LOW,0.11923941826625176,0.07004201093235325,0.09702195933766151,0.5511619205977132,0.0,0.18314608439175148,BULL,0.6,0.0,0.05,0.008106709366402629,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.011605227288743691,0.005309817086476424,0.7975650195903728
2023-12-08,0.007759029113848795,0.025070688321619142,-1.0822383185280062,0.25308266941205887,0.6469010682887608,0.8257634093543519,0,0,LOW,0.294732079621841,0.35588726651256897,0.31922142697511746,-0.02979191967299103,0.44636973149223635,0.46646464118876296,NEUTRAL,1.0,0.0,0.05,0.013818109836568416,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0,0.0023960476498467997,0.005350167689768846,0.798264895130645
2023-12-07,0.007414042360690445,0.024230902308164895,-0.9091450584033645,0.28717481659585775,0.6469165788275295,0.8258638008060853,0,0,LOW,0.17224898663634733,0.14809990731200978,0.18128933838598946,0.3209582102230292,0.14020676901842766,0.270903521843622,NEUTRAL,1.0,0.0,0.05,0.0132999433423065,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.0018949389802564998,0.0040097449102163285,0.0061257030780606575,0.7987478046758479
2023-12-06,0.007360821407352774,0.024230902308164895,-0.7532192234966506,0.32012025312204967,0.6469320893662983,0.8259641922578184,0,0,LOW,0.13594195901460715,0.09371822110210304,0.14279847436021598,0.4209672968897104,0.033287702280167975,0.19878670776802818,NEUTRAL,1.0,0.0,0.05,0.013265349722637015,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,FULL_RISK_ON,0,,,0.009453151400406257,0.0003300738055804775,0.0064428960947617115,0.799044174412111
