date,p_lead5,p_lead10,srs,srs_accel,sentiment_signal,vol20,hurst_100,drawdown_252,ret5d,external_event,is_trading_day,lead5_slope_5d,vol60,ret20d,trend_score,trend_score_slope_5d,mode,active_track,switch_reason,action,reference_prob,execution_signal,warning_level,signal_stage,prewarning_type,warning_source,warning_sources,portfolio_state,cooldown_left,normal_streak,is_new_warning,short_early_streak,short_streak,watch_streak,short_trend_streak,dd_expand_streak
2026-01-29,0.0992907801418439,0.1602564102564102,0.3378678755920857,0.3625517716174269,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-28,0.0992907801418439,0.1602564102564102,0.00966726088279038,0.20083911939624122,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-27,0.0992907801418439,0.1602564102564102,-0.052432722795281134,0.16194145968160414,0,,,,,,,-0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-26,0.0992907801418439,0.1602564102564102,-0.1739746195248019,-0.11184565901316068,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-23,0.1034482758620689,0.1602564102564102,-0.24454727428149667,-0.12531025685521302,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-22,0.1034482758620689,0.2043010752688172,-0.4945719368484625,-0.31415746871378547,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-21,0.1034482758620689,0.2043010752688172,-0.10634435893438166,0.05690658719772096,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-20,0.1293103448275862,0.2043010752688172,0.7087933870309391,0.850815645247039,1,,,,,,,0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-16,0.1034482758620689,0.1602564102564102,-0.5504345278234637,-0.18195705298434606,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-15,0.1034482758620689,0.1602564102564102,-0.4087543268355902,0.018443354256260647,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-14,0.1034482758620689,0.2043010752688172,-0.0002009193543679455,0.4607548269635917,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-13,0.1034482758620689,0.2043010752688172,-0.2752591336664375,0.28400540497125737,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-12,0.0992907801418439,0.1602564102564102,-0.6077384665157266,0.032908025484297276,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-09,0.1034482758620689,0.2043010752688172,-0.8440355590871296,-0.2137937013139849,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-08,0.1034482758620689,0.2043010752688172,-0.5775446529661339,-0.007090259046505842,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-07,0.1034482758620689,0.2043010752688172,-0.49174488095304414,0.06861580010356383,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-06,0.1034482758620689,0.1602564102564102,-0.6821689004780829,-0.11343443228815353,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-05,0.1034482758620689,0.2043010752688172,-0.5557152953813304,-0.016056780042726926,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2026-01-02,0.1034482758620689,0.2043010752688172,-0.5450982398195469,-0.01811197095749184,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-31,0.1034482758620689,0.2043010752688172,-0.5336138166196509,0.04136150568074304,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-30,0.0992907801418439,0.1602564102564102,-0.5367891362214532,0.08336405365980215,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-29,0.0992907801418439,0.1602564102564102,-0.49235406299858814,0.1778792951976626,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-26,0.0992907801418439,0.1602564102564102,-0.6038094331390325,0.10699093952616678,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-24,0.0992907801418439,0.1602564102564102,-0.7595031545239577,-0.1302093017596414,0,,,,,,,-0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-23,0.0992907801418439,0.1602564102564102,-0.7871899777964305,-0.28094013712874477,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-22,0.0992907801418439,0.1602564102564102,-0.6951891353433304,-0.2878492430814464,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-19,0.1034482758620689,0.2043010752688172,-0.5997072396918843,-0.23165227375648723,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-18,0.1034482758620689,0.2043010752688172,-0.3048797564659762,0.062443726054341175,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-17,0.1293103448275862,0.2043010752688172,-0.14428309404080492,0.3190385857658029,0,,,,,,,0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-16,0.1034482758620689,0.2043010752688172,-0.29264023576742165,0.26490406498236946,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-15,0.1034482758620689,0.1602564102564102,-0.4987645037108961,0.1032806199271985,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-12,0.1034482758620689,0.2043010752688172,-0.5960498226164856,0.011624161040532988,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-11,0.0992907801418439,0.1602564102564102,-0.7848707428974286,-0.15030868753893978,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-10,0.0992907801418439,0.1602564102564102,-0.6153961987567214,-0.011177383082778602,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-09,0.0992907801418439,0.1602564102564102,-0.5151443502089386,0.0857086027411238,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-08,0.0992907801418439,0.1602564102564102,-0.5269088038055164,0.07059265558556238,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-05,0.0992907801418439,0.1602564102564102,-0.7304901811238368,-0.16037322142131194,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-04,0.0992907801418439,0.1602564102564102,-0.6331545444746979,-0.11421372547235598,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-03,0.1034482758620689,0.2043010752688172,-0.5985668851373203,-0.14991657460446206,0,,,,,,,-0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-02,0.1034482758620689,0.2043010752688172,-0.4983868824140205,-0.10981632497088872,0,,,,,,,-0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-12-01,0.1034482758620689,0.2043010752688172,-0.38998630536274664,-0.11875361341586194,0,,,,,,,-0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-28,0.1034482758620689,0.1602564102564102,-0.47460947762292205,-0.36349839442753584,0,,,,,,,-0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-26,0.1034482758620689,0.2043010752688172,-0.2981681196886881,-0.7229025679361456,0,,,,,,,-0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-25,0.1293103448275862,0.2043010752688172,0.08830244506721474,-0.5814551201091367,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-24,0.1293103448275862,0.2043010752688172,0.410621738394746,-0.48369696733746426,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-21,0.1293103448275862,0.2043010752688172,0.815993098996862,-0.16965678377581406,0,,,,,,,0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-20,0.1293103448275862,0.2043010752688172,1.106923078467155,0.20103941973746786,1,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-19,0.1293103448275862,0.2043010752688172,0.9269474649557821,0.13844831601357077,0,,,,,,,0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-18,0.1293103448275862,0.2043010752688172,1.2111081478465078,0.6025171487127169,1,,,,,,,0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-17,0.1293103448275862,0.2043010752688172,0.8672776235970754,0.4979833571774731,1,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-14,0.1034482758620689,0.2043010752688172,0.4171619787819175,0.20528511064582383,1,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-13,0.1293103448275862,0.2043010752688172,0.5200005295297765,0.2729587584056472,1,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-12,0.0992907801418439,0.1602564102564102,0.027406715913679672,-0.24660313207433598,0,,,,,,,-0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-11,0.0992907801418439,0.1602564102564102,0.014624484275564759,-0.317594092068342,0,,,,,,,-0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-10,0.1293103448275862,0.2043010752688172,0.0801906321795321,-0.37988703632609294,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-07,0.1034482758620689,0.2043010752688172,0.5929864937220957,0.09818294917056336,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-06,0.1293103448275862,0.2043010752688172,0.6548409138492082,0.25853657744768754,1,,,,,,,0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-05,0.1293103448275862,0.2043010752688172,0.3184503576931353,0.08100736006041279,0,,,,,,,0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-04,0.1293103448275862,0.2043010752688172,0.6539199450841565,0.5418312104250919,1,,,,,,,0.006003912937148456,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-11-03,0.1293103448275862,0.2043010752688172,0.2538200124090685,0.321692408319558,0,,,,,,,0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1293103448275862,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-31,0.1034482758620689,0.2043010752688172,0.10049045297203696,0.29268761633277446,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-30,0.1034482758620689,0.2043010752688172,-0.13946577999478257,0.09699572136831702,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-29,0.0992907801418439,0.1602564102564102,-0.3083209571751541,-0.13569078541820967,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-28,0.0992907801418439,0.1602564102564102,-0.24588570776361396,-0.2291265324389989,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-27,0.1034482758620689,0.2043010752688172,-0.3678038248421718,-0.46544468567987457,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-24,0.0992907801418439,0.1602564102564102,-0.12083123703977339,-0.3788427182607006,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-23,0.0992907801418439,0.1602564102564102,0.17969086803599324,-0.27924179441251074,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-22,0.1034482758620689,0.2043010752688172,0.47103402498649266,-0.25819395071248635,0,,,,,,,0.0,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-21,0.0992907801418439,0.1602564102564102,0.32611447304797536,-0.5058943629050229,0,,,,,,,-0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.0992907801418439,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-20,0.1034482758620689,0.2043010752688172,0.43404927707395047,-0.6359471736381167,0,,,,,,,-0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-17,0.1034482758620689,0.2043010752688172,0.8837746690981103,-0.4089770089714544,0,,,,,,,-0.005172413793103459,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
2025-10-16,0.1034482758620689,0.2043010752688172,1.5311674342883685,-0.08677153278740302,0,,,,,,,0.0008314991440449976,,,0.0,0.0,NORMAL,LEAD5,,HOLD_STRATEGIC,0.1034482758620689,NONE,NONE,NONE,NONE,NONE,NONE,NORMAL,0,0,0,0,0,0,0.0,0.0
