date,spy_ret1d,strategy_ret1d,final_allocation,applied_allocation,p_structural,p_shock,risk_regime,tactical_gate_on,early_struct_level,split_test_year
2020-10-19,-0.010774219397099327,-0.010774219397099327,1.0,1.0,0.03135040831558431,4.535343126854172e-08,LOW,0,1,2020
2020-10-20,-0.002797389442442344,-0.002797389442442344,1.0,1.0,0.027937618986486553,4.535343246081119e-08,LOW,0,0,2020
2020-10-21,-0.007035974156296199,-0.007035974156296199,1.0,1.0,0.02907062007115817,4.5353432182361814e-08,LOW,0,0,2020
2020-10-22,0.005515050886153006,0.005515050886153006,1.0,1.0,0.026677097814275196,4.5353432182361814e-08,LOW,0,0,2020
2020-10-23,0.000832876510183489,0.000832876510183489,1.0,1.0,0.02900566777462646,4.5353432182361814e-08,LOW,0,0,2020
2020-10-26,-0.007694381962443431,-0.007694381962443431,1.0,1.0,0.04254068774920921,4.535343218236197e-08,LOW,0,0,2020
2020-10-27,0.006844249142050174,0.006844249142050174,1.0,1.0,0.090708951633427,4.535343218236197e-08,LOW,0,0,2020
2020-10-28,-0.02513213175008777,-0.02513213175008777,0.3,1.0,0.233509560414365,4.535343231201164e-08,LOW,1,1,2020
2020-10-29,0.0030013026275867993,0.0007603907882760398,0.63,0.3,0.16488073752318103,4.5353431793029466e-08,LOW,1,1,2020
2020-10-30,-0.007749142256748165,-0.004947959621751344,0.5599999999999999,0.63,0.1968462413577178,4.5353431793029466e-08,LOW,1,2,2020
2020-11-02,0.005580760421676656,0.0031112258361389268,0.7200000000000001,0.5599999999999999,0.16753784243311007,4.535343218236197e-08,LOW,1,1,2020
2020-11-03,0.015438173408874656,0.011083484854389753,1.0,0.7200000000000001,0.05417981290149041,4.5353432460811355e-08,LOW,0,0,2020
2020-11-04,0.03044478035310072,0.03038878035310072,1.0,1.0,0.015406805260686206,4.5353432460811355e-08,LOW,0,0,2020
2020-11-05,0.013639260362604766,0.013639260362604766,1.0,1.0,0.04190341017933192,4.535343218236197e-08,LOW,0,0,2020
2020-11-06,-0.011111206456157374,-0.011111206456157374,1.0,1.0,0.018489307123993888,4.5353432460811355e-08,LOW,0,0,2020
2020-11-09,-0.021151584497056897,-0.021151584497056897,1.0,1.0,0.02312502142703603,4.535296816528466e-08,LOW,0,0,2020
2020-11-10,0.0022349235318628313,0.0022349235318628313,1.0,1.0,0.028667928563471032,4.535343218236197e-08,LOW,0,0,2020
2020-11-11,0.004905820204532008,0.004905820204532008,1.0,1.0,0.03169596883928852,4.535343218236197e-08,LOW,0,0,2020
2020-11-12,0.0031181516561697986,0.0031181516561697986,1.0,1.0,0.027855074235191124,4.5353431152973175e-08,LOW,0,0,2020
2020-11-13,0.009533467827537168,0.009533467827537168,1.0,1.0,0.029747332350593698,4.535343218236197e-08,LOW,0,0,2020
2020-11-16,0.0007852614034296046,0.0007852614034296046,1.0,1.0,0.01576733512489636,4.535343246081119e-08,LOW,0,0,2020
2020-11-17,-0.0013320397510865334,-0.0013320397510865334,1.0,1.0,0.022551694510748968,4.5353432182361814e-08,LOW,0,0,2020
2020-11-18,-0.015214128660273385,-0.015214128660273385,1.0,1.0,0.026731521231742512,4.5353432182361814e-08,LOW,0,0,2020
2020-11-19,0.0006070283591561587,0.0006070283591561587,1.0,1.0,0.03918895396496503,4.5353432182361814e-08,LOW,0,0,2020
2020-11-20,0.005581951928401274,0.005581951928401274,1.0,1.0,0.031224670816295392,4.535343218236197e-08,LOW,0,0,2020
2020-11-23,-0.008989280017751233,-0.008989280017751233,1.0,1.0,0.0394038142173564,4.5353432182361814e-08,LOW,0,0,2020
2020-11-24,-0.010190515238003517,-0.010190515238003517,1.0,1.0,0.04106983460388984,4.5353432182361814e-08,LOW,1,0,2020
2020-11-25,0.0041991336803095525,0.0041991336803095525,0.3,1.0,0.051256358618586795,4.5353432182361814e-08,LOW,1,0,2020
2020-11-27,0.015677768312688745,0.004563330493806623,1.0,0.3,0.017557064028655048,4.535343246081119e-08,LOW,0,0,2020
2020-11-30,0.0058586942304643674,0.005718694230464367,1.0,1.0,0.020985653170989257,4.5353432182361814e-08,LOW,0,0,2020
2020-12-01,0.01007115917294188,0.01007115917294188,1.0,1.0,0.002483194365956629,4.5353432182361814e-08,LOW,0,0,2020
2020-12-02,0.0017636570513592797,0.0017636570513592797,1.0,1.0,0.0027979140651823568,4.5353432182361814e-08,LOW,0,0,2020
2020-12-03,0.0067679851175315164,0.0067679851175315164,1.0,1.0,0.0023061996311087587,4.5353432182361814e-08,LOW,0,0,2020
2020-12-04,0.006477789651341714,0.006477789651341714,1.0,1.0,0.0019109843028046294,4.535343246081119e-08,LOW,0,0,2020
2020-12-07,0.010173581475968918,0.010173581475968918,1.0,1.0,0.002650416960494029,4.5353432182361814e-08,LOW,0,0,2020
2020-12-08,0.011579976204598497,0.011579976204598497,1.0,1.0,0.002347800014590437,4.5353432182361814e-08,LOW,0,0,2020
2020-12-09,-0.0191106069506517,-0.0191106069506517,1.0,1.0,0.0026238051771297704,4.535343218236197e-08,LOW,0,0,2020
2020-12-10,0.013845325793292451,0.013845325793292451,1.0,1.0,0.002247332245971996,4.5353432182361814e-08,LOW,0,0,2020
2020-12-11,0.0009250395933424471,0.0009250395933424471,1.0,1.0,0.0025803304631562387,4.535343218236197e-08,LOW,0,0,2020
2020-12-14,0.011182089278105822,0.011182089278105822,1.0,1.0,0.0034140079542009185,4.535343218236197e-08,LOW,0,0,2020
2020-12-15,0.007913430762319651,0.007913430762319651,1.0,1.0,0.003682050782849018,4.535343218236197e-08,LOW,0,0,2020
2020-12-16,-0.002423995075301777,-0.002423995075301777,1.0,1.0,0.002772463272009714,4.5353432182361814e-08,LOW,0,0,2020
2020-12-17,0.014492203014917493,0.014492203014917493,0.3,1.0,0.005565053457461412,4.5353432182361814e-08,LOW,0,0,2020
2020-12-18,0.0011491242466667995,0.00020473727400003986,1.0,0.3,0.0021574117466080255,4.5353432448964435e-08,LOW,0,0,2020
2020-12-21,0.0047148776807692805,0.00457487768076928,1.0,1.0,0.0020899058696915896,4.5353432460811355e-08,LOW,0,0,2020
2020-12-22,-0.0015792609138040037,-0.0015792609138040037,1.0,1.0,0.003301151740780448,4.535343218236197e-08,LOW,0,0,2020
2020-12-23,0.004799330702410787,0.004799330702410787,1.0,1.0,0.003913265038552214,4.535343218236197e-08,LOW,0,0,2020
2020-12-24,-0.002905111180051878,-0.002905111180051878,1.0,1.0,0.004501029653571228,4.535343218236197e-08,LOW,0,0,2020
2020-12-28,-0.013454729943689459,-0.013454729943689459,1.0,1.0,0.0023487031680044794,4.535343218236197e-08,LOW,0,0,2020
2020-12-29,-0.010499988136300598,-0.010499988136300598,1.0,1.0,0.001731159863035208,4.5353432460811355e-08,LOW,0,0,2020
2020-12-30,0.009136044762557471,0.009136044762557471,1.0,1.0,0.002291099282155773,4.535343218236197e-08,LOW,0,0,2020
2020-12-31,-0.008114470273585583,-0.008114470273585583,1.0,1.0,0.0021678826791100654,4.5353432448964594e-08,LOW,0,0,2020
2021-01-04,0.010920040389001962,0.010920040389001962,1.0,1.0,0.018343790895255174,0.0038564610418508906,LOW,0,0,2021
2021-01-05,0.0006693904952326246,0.0006693904952326246,1.0,1.0,0.015196367714060667,0.003846116898369417,LOW,0,0,2021
2021-01-06,0.0032572884974615413,0.0032572884974615413,1.0,1.0,0.014343011723287885,0.0038168615865040497,LOW,0,0,2021
2021-01-07,0.01951500715273813,0.01951500715273813,1.0,1.0,0.014414155510075863,0.0038703548192087545,LOW,0,0,2021
2021-01-08,-0.012703185799939787,-0.012703185799939787,1.0,1.0,0.014636618759969999,0.0038703548192087545,LOW,0,0,2021
2021-01-11,-0.005385545423073235,-0.005385545423073235,1.0,1.0,0.01625257175486876,0.0038703548192087545,LOW,0,0,2021
2021-01-12,0.005947574136656364,0.005947574136656364,1.0,1.0,0.014749745181553697,0.0038168615865040497,LOW,0,0,2021
2021-01-13,-0.004340370436463181,-0.004340370436463181,1.0,1.0,0.014476289941120109,0.0038168615865040497,LOW,0,0,2021
2021-01-14,0.016664453628548737,0.016664453628548737,1.0,1.0,0.013688101363795101,0.003467230333132167,LOW,0,0,2021
2021-01-15,-0.009685484997060123,-0.009685484997060123,1.0,1.0,0.017734377181601337,0.0038564610418508906,LOW,0,0,2021
2021-01-19,0.014287553250463825,0.014287553250463825,1.0,1.0,0.015092738599659802,0.003846116898369417,LOW,0,0,2021
2021-01-20,0.007637437827798577,0.007637437827798577,1.0,1.0,0.015797966172461986,0.0038703548192087545,LOW,0,0,2021
2021-01-21,-0.009902369143097944,-0.009902369143097944,1.0,1.0,0.015215668264850357,0.0038703548192087545,LOW,0,0,2021
2021-01-22,0.0020902623521026342,0.0020902623521026342,1.0,1.0,0.0161485154932717,0.0038703548192087545,LOW,0,0,2021
2021-01-25,0.014753810006265189,0.014753810006265189,1.0,1.0,0.014467646116004299,0.0038168615865040497,LOW,0,0,2021
2021-01-26,-0.01163134037137925,-0.01163134037137925,1.0,1.0,0.013453656877325798,0.003467230333132167,LOW,0,0,2021
2021-01-27,-0.017878216086118615,-0.017878216086118615,1.0,1.0,0.02569424487923122,0.0038564610418508906,LOW,0,0,2021
2021-01-28,0.001636879074321973,0.001636879074321973,1.0,1.0,0.022597587397982826,0.0038564610418508906,LOW,0,0,2021
2021-01-29,0.0025769985693195885,0.0025769985693195885,1.0,1.0,0.11311316184716598,0.0038274569800917334,LOW,0,0,2021
2021-02-01,0.02219261267433814,0.02219261267433814,1.0,1.0,0.06377970559532742,0.0038564610418508906,LOW,0,0,2021
2021-02-02,0.004321819606737609,0.004321819606737609,1.0,1.0,0.03902663723431254,0.0038168615865040497,LOW,0,0,2021
2021-02-03,-0.005744164308539523,-0.005744164308539523,1.0,1.0,0.03894545544074297,0.003846116898369417,LOW,0,0,2021
2021-02-04,-0.0009845166099521352,-0.0009845166099521352,1.0,1.0,0.04253766512886984,0.003846116898369417,LOW,0,0,2021
2021-02-05,0.017615862161059148,0.017615862161059148,1.0,1.0,0.04405421454917822,0.003846116898369417,LOW,0,0,2021
2021-02-08,0.024219874297649824,0.024219874297649824,1.0,1.0,0.04136528966347145,0.003846116898369417,LOW,0,0,2021
2021-02-09,-0.004606372462462427,-0.004606372462462427,1.0,1.0,0.041540475204128714,0.003846116898369417,LOW,0,0,2021
2021-02-10,-0.008229416508664489,-0.008229416508664489,1.0,1.0,0.0330177184740831,0.003467230333132167,LOW,0,0,2021
2021-02-11,-0.008561724923160763,-0.008561724923160763,1.0,1.0,0.037710265300934,0.003846116898369417,LOW,0,0,2021
2021-02-12,-0.0020010881838995465,-0.0020010881838995465,1.0,1.0,0.0391888175131474,0.0038703548192087545,LOW,0,0,2021
2021-02-16,-0.020357648772959425,-0.020357648772959425,1.0,1.0,0.03614262247037437,0.0038167873533691207,LOW,0,0,2021
2021-02-17,-0.0031516984512451884,-0.0031516984512451884,1.0,1.0,0.01395844258139437,0.003846116898369417,LOW,0,0,2021
2021-02-18,-0.014087977910292149,-0.014087977910292149,1.0,1.0,0.015234551303892369,0.003846116898369417,LOW,0,0,2021
2021-02-19,0.009217543172708842,0.009217543172708842,1.0,1.0,0.015004181738157487,0.006916536355883234,LOW,0,0,2021
2021-02-22,-0.009611058398158567,-0.009611058398158567,1.0,1.0,0.018869357705878324,0.0038564610418508906,LOW,0,0,2021
2021-02-23,-0.013186291731098088,-0.013186291731098088,1.0,1.0,0.017701607610870078,0.0038564610418508906,LOW,0,0,2021
2021-02-24,0.007694554351003413,0.007694554351003413,1.0,1.0,0.01441891943802386,0.0038703548192087545,LOW,0,0,2021
2021-02-25,-0.029019142244437135,-0.029019142244437135,1.0,1.0,0.026325561092588646,0.0038564610418508906,LOW,0,0,2021
2021-02-26,-0.008515414419811296,-0.008515414419811296,1.0,1.0,0.039693531696240396,0.0038564610418508906,LOW,0,0,2021
2021-03-01,0.011704966212793488,0.011704966212793488,1.0,1.0,0.018738726588435714,0.003846116898369417,LOW,0,0,2021
2021-03-02,-0.01221455463844312,-0.01221455463844312,0.3,1.0,0.020365789591295258,0.003846116898369417,LOW,0,0,2021
2021-03-03,-0.02995847753027725,-0.009127543259083173,0.3,0.3,0.03770619679888203,0.0038564610418508906,LOW,0,0,2021
2021-03-04,-0.020150482705979522,-0.006045144811793857,1.0,0.3,0.032635593247386664,0.0038564610418508906,LOW,0,0,2021
2021-03-05,0.014468691693566793,0.014328691693566794,1.0,1.0,0.055750728935558484,0.003846116898369417,LOW,0,0,2021
2021-03-08,-0.018346682299034023,-0.018346682299034023,0.75,1.0,0.07836936266140217,0.0038564610418508906,LOW,0,0,2021
2021-03-09,0.03154353574386515,0.02360765180789886,1.0,0.75,0.054728964377467236,0.003846116898369417,LOW,0,0,2021
2021-03-10,0.0026388214261348075,0.0025888214261348074,1.0,1.0,0.046455334725226095,0.003846116898369417,LOW,0,0,2021
2021-03-11,0.0209269615571277,0.0209269615571277,1.0,1.0,0.04584510179950722,0.003846116898369417,LOW,0,0,2021
2021-03-12,-0.0031576240574827663,-0.0031576240574827663,1.0,1.0,0.04858967178086394,0.003846116898369417,LOW,0,0,2021
2021-03-15,0.010583143478064994,0.010583143478064994,0.3,1.0,0.0528782901254824,0.003846116898369417,LOW,0,0,2021
2021-03-16,-0.0045544347576031985,-0.0015063304272809595,1.0,0.3,0.044997011955968336,0.003846116898369417,LOW,0,0,2021
2021-03-17,0.009212572060827373,0.009072572060827374,1.0,1.0,0.04425252727291909,0.003846116898369417,LOW,0,0,2021
2021-03-18,-0.026786786402339557,-0.026786786402339557,1.0,1.0,0.04762515925171893,0.003846116898369417,LOW,0,0,2021
2021-03-19,0.016626057646731418,0.016626057646731418,1.0,1.0,0.04651674143703441,0.0038564610418508906,LOW,0,0,2021
2021-03-22,0.006836497439394185,0.006836497439394185,1.0,1.0,0.04132459665632648,0.0038564610418508906,LOW,0,0,2021
2021-03-23,-0.03351750534282416,-0.03351750534282416,1.0,1.0,0.054666783330261336,0.0038564610418508906,LOW,0,0,2021
2021-03-24,-0.023124017537695996,-0.023124017537695996,0.75,1.0,0.07569682077129301,0.0038564610418508906,LOW,0,0,2021
2021-03-25,0.009830159778797087,0.007322619834097816,0.75,0.75,0.04942903654318254,0.003846116898369417,LOW,0,0,2021
2021-03-26,-0.0015422886855617213,-0.001156716514171291,1.0,0.75,0.045839107262752476,0.0038703548192087545,LOW,0,0,2021
2021-03-29,-0.015647804738249116,-0.015697804738249117,1.0,1.0,0.01808270977794441,0.003846116898369417,LOW,0,0,2021
2021-03-30,-0.007564520213493076,-0.007564520213493076,0.3,1.0,0.020376076344998547,0.003846116898369417,LOW,0,0,2021
2021-03-31,0.026774147018087335,0.0078922441054262,0.3,0.3,0.02086516394888019,0.0038703548192087545,LOW,0,0,2021
2021-04-01,0.011325361293089697,0.0033976083879269092,0.3,0.3,0.02040933149979515,0.0038703548192087545,LOW,0,0,2021
2021-04-05,0.004748944153638357,0.0014246832460915071,0.3,0.3,0.019532523824145002,0.0038703548192087545,LOW,0,0,2021
2021-04-06,-0.004924422806340201,-0.0014773268419020602,0.3,0.3,0.01962176934163067,0.0038703548192087545,LOW,0,0,2021
2021-04-07,-0.013993832395209571,-0.0041981497185628715,0.3,0.3,0.01953565716065622,0.0038703548192087545,LOW,0,0,2021
2021-04-08,0.00813895918276053,0.002441687754828159,1.0,0.3,0.017908411059776256,0.0038703548192087545,LOW,0,0,2021
2021-04-09,-0.010111396187899802,-0.010251396187899801,1.0,1.0,0.01528537228309928,0.0038703548192087545,LOW,0,0,2021
2021-04-12,-0.013737039444022825,-0.013737039444022825,1.0,1.0,0.015360755341165698,0.0038703548192087545,LOW,0,0,2021
2021-04-13,0.013410731414484012,0.013410731414484012,0.3,1.0,0.017651862590206357,0.0038703548192087545,LOW,0,0,2021
2021-04-14,0.009619888615961525,0.0027459665847884575,1.0,0.3,0.015796878029748832,0.0038703548192087545,LOW,0,0,2021
2021-04-15,0.014577357791527579,0.01443735779152758,0.3,1.0,0.01685350931387529,0.0038703548192087545,LOW,0,0,2021
2021-04-16,-0.0011435174227034661,-0.0004830552268110398,1.0,0.3,0.015718890533042273,0.0038703548192087545,LOW,0,0,2021
2021-04-19,-0.010697379302675558,-0.010837379302675558,1.0,1.0,0.01578607935219396,0.0038703548192087545,LOW,0,0,2021
2021-04-20,0.0011421870491254982,0.0011421870491254982,1.0,1.0,0.01645172192760812,0.0038703548192087545,LOW,0,0,2021
2021-04-21,0.02020019999038558,0.02020019999038558,1.0,1.0,0.015226632123963012,0.0038703548192087545,LOW,0,0,2021
2021-04-22,0.0003139131823657326,0.0003139131823657326,1.0,1.0,0.01527516968472864,0.0035028845907156686,LOW,0,0,2021
2021-04-23,-0.0007155541218261119,-0.0007155541218261119,1.0,1.0,0.013465345380126004,0.0038703548192087545,LOW,0,0,2021
2021-04-26,0.01631064570326113,0.01631064570326113,1.0,1.0,0.012748398481465325,0.0034920614269673377,LOW,0,0,2021
2021-04-27,-0.0021646605970413457,-0.0021646605970413457,1.0,1.0,0.012858718003604426,0.0038703548192087545,LOW,0,0,2021
2021-04-28,-0.0002592707762830715,-0.0002592707762830715,1.0,1.0,0.014196517911084255,0.0038703548192087545,LOW,0,0,2021
2021-04-29,-0.009686348645290721,-0.009686348645290721,1.0,1.0,0.015202151207176683,0.0038703548192087545,LOW,0,0,2021
2021-04-30,-0.00540220660128321,-0.00540220660128321,1.0,1.0,0.016408434476949205,0.0038703548192087545,LOW,0,0,2021
2021-05-03,0.003660171201806728,0.003660171201806728,0.3,1.0,0.01779467908080332,0.003846116898369417,LOW,0,0,2021
2021-05-04,-0.022665026731399585,-0.006939508019419876,1.0,0.3,0.014812476373194923,0.003846116898369417,LOW,0,0,2021
2021-05-05,-0.005307109772970109,-0.005447109772970109,1.0,1.0,0.015613601610706707,0.003846116898369417,LOW,0,0,2021
2021-05-06,0.0029922402172262164,0.0029922402172262164,1.0,1.0,0.015077472021193666,0.003846116898369417,LOW,0,0,2021
2021-05-07,0.01151129926804395,0.01151129926804395,1.0,1.0,0.015012413277369185,0.003846116898369417,LOW,0,0,2021
2021-05-10,-0.014102707639200185,-0.014102707639200185,1.0,1.0,0.015977786205607903,0.003846116898369417,LOW,0,0,2021
2021-05-11,0.006472177125177225,0.006472177125177225,1.0,1.0,0.015263106983984176,0.003467230333132167,LOW,0,0,2021
2021-05-12,-0.01020352483443232,-0.01020352483443232,1.0,1.0,0.030811088664335146,0.0038564610418508906,LOW,0,2,2021
2021-05-13,-0.0023118245888107403,-0.0023118245888107403,1.0,1.0,0.02500049399244127,0.0038542141958539298,LOW,0,2,2021
2021-05-14,0.021900908018442466,0.021900908018442466,0.75,1.0,0.01799348688683101,0.0038564610418508906,LOW,0,2,2021
2021-05-17,0.00778814423176688,0.0057911081738251605,0.3,0.75,0.020069256722937526,0.003846116898369417,LOW,0,2,2021
2021-05-18,0.002827616291818158,0.0007582848875454473,1.0,0.3,0.02019036747910022,0.003846116898369417,LOW,0,2,2021
2021-05-19,-0.00825418091458241,-0.00839418091458241,0.75,1.0,0.02015002984849959,0.003846116898369417,LOW,0,0,2021
2021-05-20,0.014150229395536229,0.010562672046652172,1.0,0.75,0.016156985126566645,0.0038191465963823986,LOW,0,0,2021
2021-05-21,-0.0036949379864960052,-0.0037449379864960054,1.0,1.0,0.016160100667474895,0.003846116898369417,LOW,0,2,2021
2021-05-24,-0.0026495339783728644,-0.0026495339783728644,1.0,1.0,0.014815307228365741,0.0038168615865040497,LOW,0,0,2021
2021-05-25,-0.0013308952977191257,-0.0013308952977191257,1.0,1.0,0.014930874267727592,0.003846116898369417,LOW,0,0,2021
2021-05-26,0.006598315987713876,0.006598315987713876,1.0,1.0,0.015450959666225955,0.003846116898369417,LOW,1,0,2021
2021-05-27,0.003342025138418858,0.003342025138418858,1.0,1.0,0.015179376496865021,0.003846116898369417,LOW,1,0,2021
2021-05-28,0.003143766995938435,0.003143766995938435,1.0,1.0,0.013767780169304923,0.003467230333132167,LOW,1,0,2021
2021-06-01,-0.0062781281888022455,-0.0062781281888022455,1.0,1.0,0.013986871666905756,0.003846116898369417,LOW,1,0,2021
2021-06-02,0.003840744379952854,0.003840744379952854,1.0,1.0,0.013938723179453863,0.003467230333132167,LOW,1,0,2021
2021-06-03,-0.011096797208788423,-0.011096797208788423,0.3,1.0,0.01805253344958765,0.003846116898369417,LOW,1,0,2021
2021-06-04,0.009217148924396623,0.0026251446773189867,1.0,0.3,0.015504713057851447,0.003846116898369417,LOW,1,0,2021
2021-06-07,0.023846052146131003,0.023706052146131,1.0,1.0,0.013460109862064648,0.003467230333132167,LOW,0,0,2021
2021-06-08,-0.0008268076573925143,-0.0008268076573925143,1.0,1.0,0.013862873621414307,0.003846116898369417,LOW,0,0,2021
2021-06-09,0.006397452533133174,0.006397452533133174,1.0,1.0,0.014785164339481995,0.006968140472342591,LOW,0,0,2021
2021-06-10,0.01128573296867641,0.01128573296867641,1.0,1.0,0.015186826430426716,0.003846116898369417,LOW,0,0,2021
2021-06-11,-0.007755584556737638,-0.007755584556737638,1.0,1.0,0.0168650477855532,0.003846116898369417,LOW,0,0,2021
2021-06-14,-0.0013509179435176044,-0.0013509179435176044,1.0,1.0,0.01624563044243629,0.003846116898369417,LOW,0,0,2021
2021-06-15,-0.013189305262725437,-0.013189305262725437,1.0,1.0,0.015427201952873249,0.003846116898369417,LOW,0,0,2021
2021-06-16,-0.009376387102235317,-0.009376387102235317,1.0,1.0,0.015704744126101438,0.003846116898369417,LOW,0,0,2021
2021-06-17,-0.010978692938437451,-0.010978692938437451,0.3,1.0,0.020497453906880635,0.003846116898369417,LOW,1,0,2021
2021-06-18,-0.005618476319735777,-0.0018255428959207329,0.8,0.3,0.028339901284099706,0.0038564610418508906,LOW,1,0,2021
2021-06-21,0.010757592407705907,0.008506073926164726,1.0,0.8,0.018944885265127193,0.0038564610418508906,LOW,1,0,2021
2021-06-22,-0.0026604458145784715,-0.0027004458145784716,1.0,1.0,0.016826739906831395,0.003846116898369417,LOW,1,0,2021
2021-06-23,-0.00019074157211629306,-0.00019074157211629306,1.0,1.0,0.016906684717523202,0.003846116898369417,LOW,1,0,2021
2021-06-24,0.008609345680142821,0.008609345680142821,1.0,1.0,0.015287177931135392,0.003846116898369417,LOW,0,0,2021
2021-06-25,0.006473495340349578,0.006473495340349578,1.0,1.0,0.013649586583679837,0.003467230333132167,LOW,0,0,2021
2021-06-28,-0.0019149000780105396,-0.0019149000780105396,1.0,1.0,0.014815430721541725,0.003846116898369417,LOW,0,0,2021
2021-06-29,-0.007928968139935377,-0.007928968139935377,1.0,1.0,0.015346340038497644,0.003846116898369417,LOW,0,0,2021
2021-06-30,0.0016810007155909634,0.0016810007155909634,1.0,1.0,0.014446682893856422,0.0038168615865040497,LOW,0,0,2021
2021-07-01,0.010264118026305002,0.010264118026305002,1.0,1.0,0.01345997076731297,0.003467230333132167,LOW,0,0,2021
2021-07-02,-0.0015957264309416352,-0.0015957264309416352,1.0,1.0,0.013655467324801426,0.003846116898369417,LOW,0,0,2021
2021-07-06,-0.007747943251160794,-0.007747943251160794,1.0,1.0,0.015071296043305094,0.003846116898369417,LOW,0,0,2021
2021-07-07,-0.005997512307416408,-0.005997512307416408,1.0,1.0,0.014396337508050513,0.003843890479912538,LOW,0,0,2021
2021-07-08,-0.00011807663026508486,-0.00011807663026508486,1.0,1.0,0.016710222510031802,0.003846116898369417,LOW,0,0,2021
2021-07-09,0.009096066103189582,0.009096066103189582,1.0,1.0,0.01610739246127818,0.003846116898369417,LOW,0,0,2021
2021-07-12,-0.006498224122628349,-0.006498224122628349,1.0,1.0,0.016096550679653914,0.003846116898369417,LOW,0,0,2021
2021-07-13,-0.006469103845103574,-0.006469103845103574,1.0,1.0,0.017836266431380844,0.003846116898369417,LOW,0,0,2021
2021-07-14,-0.007025010337114113,-0.007025010337114113,1.0,1.0,0.014672062900905813,0.0038703548192087545,LOW,1,0,2021
2021-07-15,0.0012153449452314558,0.0012153449452314558,1.0,1.0,0.013951843831744639,0.003467230333132167,LOW,1,0,2021
2021-07-16,-0.002523966514484388,-0.002523966514484388,0.36000000000000004,1.0,0.018459270846744345,0.0038809213293158483,HIGH,1,0,2021
2021-07-19,0.001658125731557103,0.00046892526336055713,0.28800000000000003,0.36000000000000004,0.03477739118447583,0.0038564610418508906,HIGH,1,2,2021
2021-07-20,0.010412536790937121,0.0029844105957898912,0.45,0.28800000000000003,0.017725981576175276,0.0038564610418508906,HIGH,0,1,2021
2021-07-21,0.0032652009101534762,0.0014369404095690645,0.45,0.45,0.015019856345636509,0.003846116898369417,HIGH,0,0,2021
2021-07-22,-0.003470081489347354,-0.0015615366702063094,0.45,0.45,0.01650230462219642,0.003846116898369417,HIGH,0,0,2021
2021-07-23,-0.0016151444821119743,-0.0007268150169503885,1.0,0.45,0.014662910167864807,0.003846116898369417,LOW,0,0,2021
2021-07-26,-0.011147974695988272,-0.011257974695988273,1.0,1.0,0.014604725442572514,0.003846116898369417,LOW,1,0,2021
2021-07-27,-0.00431178590360104,-0.00431178590360104,0.45,1.0,0.014878104811833713,0.003846116898369417,HIGH,1,0,2021
2021-07-28,0.020949126193890555,0.00931710678725075,1.0,0.45,0.014632610202572846,0.003846116898369417,LOW,0,0,2021
2021-07-29,-0.0008023088352998586,-0.0009123088352998586,0.3,1.0,0.016756689549204538,0.003846116898369417,LOW,0,0,2021
2021-07-30,-0.006624546763025818,-0.002127364028907745,1.0,0.3,0.014415180365611208,0.003846116898369417,LOW,0,2,2021
2021-08-02,0.0005025267214273654,0.00036252672142736544,0.45,1.0,0.015152963073586101,0.003966564761712534,HIGH,0,2,2021
2021-08-03,0.009324159119261433,0.004085871603667645,0.45,0.45,0.014015171449632298,0.003846116898369417,HIGH,0,0,2021
2021-08-04,0.00495654697741843,0.002230446139838294,0.45,0.45,0.01318243043240031,0.003467230333132167,HIGH,0,0,2021
2021-08-05,0.012549290118724299,0.005647180553425934,1.0,0.45,0.01290871000914931,0.003479504890447984,LOW,0,0,2021
2021-08-06,-0.02011675133041846,-0.020226751330418458,0.3,1.0,0.016075291207695342,0.003846116898369417,LOW,0,0,2021
2021-08-09,0.0012242148841596912,0.00022726446524790734,1.0,0.3,0.015941589975294313,0.003846116898369417,LOW,0,0,2021
2021-08-10,-0.00918630002120191,-0.00932630002120191,1.0,1.0,0.015930480581531088,0.003846116898369417,LOW,0,0,2021
2021-08-11,-0.006337556041555503,-0.006337556041555503,1.0,1.0,0.016991610903293403,0.003846116898369417,LOW,1,0,2021
2021-08-12,0.00426657784802198,0.00426657784802198,1.0,1.0,0.017234552507662194,0.003846116898369417,LOW,0,0,2021
2021-08-13,0.001981056328171027,0.001981056328171027,1.0,1.0,0.01653751737842397,0.003846116898369417,LOW,0,0,2021
2021-08-16,-0.008454556625326792,-0.008454556625326792,1.0,1.0,0.014933166421673263,0.0038703548192087545,LOW,1,0,2021
2021-08-17,0.009102489246621825,0.009102489246621825,1.0,1.0,0.015793922735483214,0.003846116898369417,LOW,0,0,2021
2021-08-18,-0.009928294210608257,-0.009928294210608257,0.3,1.0,0.02620804432424213,0.0021159318515728853,LOW,1,0,2021
2021-08-19,-0.015635752503945888,-0.004830725751183766,0.3,0.3,0.02689359375088621,0.0038564610418508906,LOW,1,0,2021
2021-08-20,0.012428402701691432,0.0037285208105074293,1.0,0.3,0.01852702466508668,0.003846116898369417,LOW,1,0,2021
2021-08-23,0.028017598344791228,0.027877598344791227,1.0,1.0,0.01802945351808885,0.003846116898369417,LOW,0,0,2021
2021-08-24,-0.0011168251074920033,-0.0011168251074920033,1.0,1.0,0.01617732938430057,0.003846116898369417,LOW,0,0,2021
2021-08-25,0.0019536892441687215,0.0019536892441687215,1.0,1.0,0.01599073147423241,0.003846116898369417,LOW,0,0,2021
