window_start,window_end,n_days,strategy_cagr,benchmark_cagr,strategy_sharpe,benchmark_sharpe,strategy_calmar,benchmark_calmar,strategy_mdd,benchmark_mdd,cagr_impact,dd_reduction,sharpe_diff,calmar_diff
2018-11-01,2023-10-31,1257,0.10750618952215851,0.11014009662284407,0.8146069405170352,0.5967364840963095,0.6604182616021367,0.32665786909535416,-0.1627850042507224,-0.3371726416016424,0.002633907100685562,0.5172057748295986,0.21787045642072567,0.3337603925067825
2018-12-01,2023-11-30,1257,0.1195050786378089,0.12561021989280285,0.8948143070179241,0.6630898985517407,0.7341283012392602,0.3725397745680889,-0.16278500425072284,-0.3371726416016423,0.006105141254993951,0.5172057748295971,0.23172440846618336,0.3615885266711713
2019-01-01,2023-12-31,1258,0.14713907375564417,0.15677639103263807,1.0817637029623224,0.7998842889126602,0.903885922618642,0.4649736416570352,-0.16278500425072284,-0.3371726416016425,0.009637317276993906,0.5172057748295974,0.2818794140496622,0.4389122809616068
2019-02-01,2024-01-31,1258,0.13553700344186703,0.14267676621165792,1.0107365476153112,0.7436521846153944,0.8326135694483988,0.4231564148678037,-0.16278500425072273,-0.3371726416016425,0.007139762769790892,0.5172057748295977,0.2670843629999168,0.4094571545805951
2019-03-01,2024-02-29,1259,0.13896703657753018,0.14690211308860013,1.0303306670252883,0.7606701913225105,0.8536845099287651,0.43568811630381243,-0.16278500425072273,-0.3371726416016426,0.00793507651106995,0.517205774829598,0.26966047570277785,0.41799639362495267
2019-04-01,2024-03-31,1258,0.14233878699887437,0.15030370254798875,1.0536723248030595,0.7750877596421373,0.8743974154992991,0.4457766853028581,-0.16278500425072273,-0.3371726416016425,0.007964915549114382,0.5172057748295977,0.2785845651609222,0.428620730196441
2019-05-01,2024-04-30,1259,0.12608409804075293,0.13163421965406719,0.9428310385200923,0.6955857231714566,0.7745436910549665,0.39040599210178023,-0.1627850042507224,-0.3371726416016424,0.005550121613314252,0.5172057748295986,0.2472453153486357,0.3841376989531862
2019-06-01,2024-05-31,1259,0.15241167616002116,0.15803972759235307,1.1151173108431065,0.8074183695047553,0.9362758987632284,0.4687204953570091,-0.1627850042507225,-0.3371726416016423,0.005628051432331915,0.5172057748295981,0.3076989413383512,0.46755540340621926
2019-07-01,2024-06-30,1258,0.14870304155264114,0.1506360990367721,1.0922183588725565,0.7773769863574194,0.9134934893855945,0.4467625199993044,-0.1627850042507223,-0.3371726416016425,0.0019330574841309733,0.5172057748295991,0.3148413725151371,0.4667309693862901
2019-08-01,2024-07-31,1258,0.148019762168617,0.14995166981829988,1.082069861062564,0.7730816197574335,0.9092960549402697,0.4447326126639373,-0.1627850042507225,-0.3371726416016426,0.0019319076496828735,0.5172057748295986,0.3089882413051306,0.46456344227633234
2019-09-01,2024-08-31,1258,0.16087555763047012,0.15919886684714069,1.179308844728484,0.8133271784475724,0.9882701319507818,0.47215831655531676,-0.1627850042507225,-0.3371726416016425,-0.0016766907833294376,0.5172057748295984,0.36598166628091167,0.5161118153954651
2019-10-01,2024-09-30,1258,0.16056649718590088,0.15955087030068138,1.1725658762215165,0.813620768147273,0.9863715513905411,0.4732023023658754,-0.1627850042507224,-0.3371726416016425,-0.0010156268852195005,0.5172057748295987,0.3589451080742435,0.5131692490246658
2019-11-01,2024-10-31,1258,0.15696571573782925,0.15241233010222888,1.1488462626060525,0.7845094284617562,0.964251691734882,0.45203053657686343,-0.16278500425072262,-0.3371726416016424,-0.004553385635600371,0.517205774829598,0.3643368341442963,0.5122211551580186
2019-12-01,2024-11-30,1258,0.16162586236494847,0.15758686688980772,1.1741493968167738,0.8047417827486483,0.9928793079491002,0.4673773831151789,-0.1627850042507223,-0.3371726416016424,-0.00403899547514075,0.5172057748295988,0.3694076140681255,0.5255019248339212
2020-01-01,2024-12-31,1258,0.14805305290469728,0.14536293630085417,1.0824220598162788,0.7524534072383899,0.9095005623286087,0.43112316470977285,-0.16278500425072273,-0.3371726416016426,-0.002690116603843107,0.517205774829598,0.3299686525778889,0.4783773976188358
2020-02-01,2025-01-31,1257,0.15292577810151609,0.15168206832780262,1.1123765945926272,0.7780831821088138,0.9394340640000164,0.4498646972283405,-0.1627850042507224,-0.3371726416016424,-0.001243709773713464,0.5172057748295986,0.3342934124838134,0.4895693667716759
2020-03-01,2025-02-28,1257,0.16786554430347356,0.167887568918776,1.2196375226397558,0.8499125392861232,1.1116360930046674,0.5928431390920427,-0.15100764122343835,-0.2831905403778492,2.2024615302429496e-05,0.46676311637403134,0.3697249833536326,0.5187929539126247
2020-04-01,2025-03-31,1256,0.17162858383872193,0.18599150200073877,1.248027089231377,1.0629918208278575,1.1365556235976972,0.759260913955473,-0.15100764122343802,-0.24496388340575936,0.014362918162016847,0.38355140715454683,0.18503526840351947,0.3772947096422242
2020-05-01,2025-04-30,1256,0.13320678414859022,0.15586258174403844,0.9940519558552502,0.8959161486938233,0.832867119980936,0.6362675982151487,-0.1599376190425662,-0.2449638834057597,0.022655797595448224,0.34709714420372517,0.09813580716142689,0.19659952176578732
2020-06-01,2025-05-31,1257,0.1344978957679317,0.15907174779823885,1.006475349785741,0.9149561020441074,0.8409397149530957,0.6493681663870083,-0.15993761904256532,-0.24496388340575936,0.024573852030307153,0.34709714420372795,0.09151924774163367,0.19157154856608738
2020-07-01,2025-06-30,1255,0.13969523890209445,0.16694201763417071,1.061616126171703,0.9673038686863307,0.8734357791390935,0.6814964529185205,-0.1599376190425652,-0.24496388340575892,0.02724677873207626,0.34709714420372717,0.09431225748537231,0.19193932622057308
2020-08-01,2025-07-31,1255,0.13082912988992423,0.15889688504612343,1.0081727954850173,0.9306916123950364,0.8180009848408809,0.6486543356390436,-0.15993761904256554,-0.24496388340576003,0.028067755156199192,0.3470971442037287,0.07748118308998087,0.16934664920183728
2020-09-01,2025-08-31,1255,0.11970986593221489,0.14797519640566148,0.9305827342857621,0.8754491790618326,0.7484784796024458,0.6040694421901976,-0.15993761904256587,-0.24496388340575903,0.028265330473446593,0.34709714420372473,0.05513355522392949,0.1444090374122482
2020-10-01,2025-09-30,1255,0.13623651403651316,0.16496457744001725,1.0642230868684617,0.970985372000277,0.851810317372897,0.6734240784661683,-0.15993761904256543,-0.24496388340575914,0.02872806340350409,0.34709714420372684,0.09323771486818466,0.17838623890672878
2020-11-01,2025-10-31,1256,0.14587586141834086,0.1762855448076015,1.142837436021092,1.0328469157622484,0.9120797364097128,0.7196389212837593,-0.1599376190425662,-0.2449638834057597,0.030409683389260644,0.34709714420372517,0.1099905202588436,0.19244081512595357
2020-12-01,2025-11-30,1255,0.12515720829057608,0.1527477211148307,1.0008845668706763,0.9164243249278822,0.782537648364437,0.6235520068965373,-0.1599376190425651,-0.24496388340575947,0.02759051282425462,0.34709714420372906,0.08446024194279411,0.15898564146789962
2021-01-01,2025-12-31,1255,0.1165815200615361,0.14454109130857806,0.9400499320584201,0.8746735414194912,0.7289186919214378,0.5900506201118613,-0.15993761904256554,-0.24496388340575947,0.02795957124704196,0.3470971442037273,0.06537639063892897,0.1388680718095765
2021-02-01,2026-01-31,1256,0.12250862709489851,0.15014349247784908,0.9892442371290364,0.9066039859656756,0.7659775594276808,0.6129209350798507,-0.15993761904256554,-0.2449638834057586,0.02763486538295057,0.34709714420372495,0.08264025116336082,0.15305662434783007
2021-03-01,2026-02-28,1256,0.11388272384592124,0.1413371318609482,0.930118540078523,0.8626866723196378,0.7120446367005944,0.5769713065286289,-0.15993761904256498,-0.24496388340576025,0.027454408015026965,0.3470971442037316,0.06743186775888521,0.13507333017196543
2021-04-01,2026-03-31,1234,0.10572008474440997,0.13370441051139026,0.8714606047948278,0.8228518021148108,0.6610082441972196,0.5458127486080122,-0.15993761904256543,-0.24496388340575959,0.02798432576698029,0.34709714420372806,0.048608802680016994,0.11519549558920739
2021-05-01,2026-04-30,1213,0.10177764667631273,0.12406536060413775,0.8392569059589384,0.7694958460651096,0.6363583957644499,0.5064638871626447,-0.15993761904256554,-0.24496388340575936,0.022287713927825026,0.34709714420372706,0.06976105989382886,0.12989450860180518
2021-06-01,2026-05-31,1193,0.1000560101117014,0.1247154813719884,0.8255656448752239,0.7710712333393217,0.6255939703908725,0.5091178325476212,-0.15993761904256554,-0.24496388340575936,0.024659471260287003,0.34709714420372706,0.054494411535902176,0.11647613784325128
