date,p_structural,p_shock,tactical_level,risk_regime,structural_damage_score,breadth_damage_score,new_lows_ratio_proxy,ad_spread_proxy,sector_sync_breakdown_proxy,leadership_failure_proxy,regime_context,regime_multiplier,composite_risk_score,shock_high_cut_eff,shock_risk_cut_eff,hard_gate_reason,hard_force_crisis,hard_trend_cap_flag,hard_credit_high_flag,hard_max_allocation,recovery_active,recovery_cap,recovery_days,base_allocation,shock_modifier,tactical_multiplier,final_allocation,allocation_action,drawdown_252,ret5d,vol20,hurst_100
2025-10-09,0.0055021223841578,0.0399027053374779,0,LOW,0.27301857689989684,0.3335496368148734,0.273390389226984,-0.2604451431141318,0.3146965813564476,0.3624072907476188,NEUTRAL,1.0,0.017542326417819835,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0028970302416125,0.002898960099142,0.0037904354395379,0.8039498815954178
2025-10-08,0.0064313923578829,0.0400632317451764,0,LOW,0.1595558732640642,0.1415243108714295,0.1834716943592539,0.0900595558187188,0.0649224289460864,0.2260860833626436,BULL,0.6,0.010921521686061373,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0069713055006772,0.0039820279726993,0.8048415238042059
2025-10-07,0.0057128001309096,0.0403211232210588,0,LOW,0.1794567065736909,0.1825162113464335,0.21538359492012,-0.0277931971172195,0.0897427960489822,0.2351107901522824,NEUTRAL,1.0,0.01782571321246182,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.003707511977453,0.0044132176544142,0.0038675252004461,0.8057166243298625
2025-10-06,0.0079435166718106,0.0375072064207496,0,LOW,0.26400810904528565,0.3134879444232845,0.2260659771986389,-0.0652993805165648,0.3980513155989413,0.4087516677984205,BULL,0.6,0.01097448485036355,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0119484984684592,0.0036639973043104,0.8066440750691452
2025-10-03,0.0119042958232574,0.0382842673077359,0,LOW,0.10224702301495811,0.0467524749049159,0.0215551184668809,0.6286019185046865,0.0,0.1654547811527826,BULL,0.6,0.012682371505694926,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,1.4818614668121732e-05,0.0111661738033113,0.0036448362942855,0.8078495338722133
2025-10-02,0.0039458453829713,0.0702865134307928,0,LOW,0.42849507135147885,0.5878234392509383,0.4426814399925039,-0.7942109985867294,0.5665300088830586,0.5135731426392492,BULL,0.6,0.01629904751982529,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0169742915331709,0.0037755941660339,0.8091380160907866
2025-10-01,0.008738854397883,0.0414293841302465,0,LOW,0.13814654034343404,0.0979811141779602,0.1101277759580189,0.3360030821934286,0.0809713732501901,0.2008253075036319,BULL,0.6,0.012108323882526134,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0111179632484685,0.0040567399493231,0.8102985307396905
2025-09-30,0.0095503403827435,0.0415981879137858,0,LOW,0.11198900924060763,0.0595207485873136,0.0735806688721534,0.4628405117834203,0.0,0.164502325477101,NEUTRAL,1.0,0.020767087018608302,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0009897810749672,0.0044781161563298,0.0041171497577321,0.8112597426726227
2025-09-29,0.0075160083510998,0.0395839246214657,0,LOW,0.17448350623274247,0.1600903799024994,0.1702397611202254,0.1301979256845174,0.1469913067066329,0.2649620565202373,NEUTRAL,1.0,0.018739779045727864,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0047387765600893,-0.0047387765600893,0.0046123790212202,0.811976668900196
2025-09-26,0.0081049988797942,0.0412636603930943,0,LOW,0.12919685212714233,0.0842114599873877,0.1240595704247744,0.2940643111913616,0.018712999219269,0.1940732703055075,NEUTRAL,1.0,0.019710530409449235,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0075280093723509,-0.0028325891918336,0.0046155178452682,0.8128592185016343
2025-09-25,0.0073647784379867,0.0427622948646917,0,LOW,0.16028889683116124,0.1354978011796206,0.1750232680437999,0.1185873069140564,0.0583514307007333,0.2407725950689963,NEUTRAL,1.0,0.019753909187333447,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0131815669018383,-0.0036021392602869,0.0047802909523933,0.8132034151959221
2025-09-24,0.0056493576199965,0.0385117242811188,0,LOW,0.23850029016781532,0.2785049245260346,0.2633758000028089,-0.1883057770165643,0.2000366534512464,0.3270190971362796,BULL,0.6,0.010290711570833581,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0086078456536382,0.0056931120654211,0.0046355104563306,0.8139761899886635
2025-09-23,0.0056884047820345,0.0385552956065511,2,LOW,0.2400315455196908,0.2000134883542921,0.2268925066116114,-0.061567871611773,0.0986941718090311,0.2564940486533819,BULL,0.6,0.010315089942369184,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.0054435205141353,0.0076496220669837,0.0045197456175409,0.814560175026403
2025-09-22,0.0052459033621611,0.0371392592596758,0,LOW,0.20569335413411838,0.2261910716383449,0.2462172395913314,-0.1286681295710853,0.1137245196821466,0.2709324193039972,BULL,0.6,0.009845146755774747,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0117698284796952,0.0042423080653087,0.8152033352421408
2025-09-19,0.0043444737150916,0.0626057352448361,0,LOW,0.4083239766955906,0.5545447977555965,0.4105128938574035,-0.6992170969907171,0.5415100285557582,0.5168086877836265,BULL,0.6,0.014841549150301305,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0123669660590766,0.0044217349517371,0.8164018188670076
2025-09-18,0.0068604343479042,0.037527316274466,0,LOW,0.18606118896758087,0.1849917222724751,0.1904653732559909,0.0614540828311058,0.1675300909224568,0.2665164939373742,BULL,0.6,0.010556305813320498,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0070403097497331,0.0053559502706539,0.8175766815357354
2025-09-17,0.0073122748095318,0.0393326240933528,0,LOW,0.1338701163625771,0.09035007298548,0.1418813062832034,0.2335020722240083,0.0325743493313804,0.1869446363273363,BULL,0.6,0.01111163823532149,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0026175401568387,0.0106868141150728,0.0054846833886567,0.8182873746357869
2025-09-16,0.0064080244186721,0.0408504415478521,0,LOW,0.3145584237369416,0.3976298713785781,0.2946445306959359,-0.289985047732105,0.4513901905412835,0.4361638911670056,BULL,0.6,0.011077722248331059,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0013768510142991,0.0148693965203554,0.0055327217067942,0.8185139562758327
2025-09-15,0.0087813265714946,0.0415963226205275,0,LOW,0.13381308122129743,0.0914505837245101,0.111279279034611,0.3470241580900434,0.0579113245936792,0.1966117312697503,BULL,0.6,0.012159945113193668,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0186180297693203,0.0057171584148524,0.8188322211462645
2025-09-12,0.0095577916987808,0.0388827896715704,0,LOW,0.11479606036020763,0.0633238781761899,0.0867100030290089,0.4489152518030538,0.0,0.1665855096757507,BULL,0.6,0.011892924593554293,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0003347283459183,0.0157127743468856,0.0056491552768867,0.8189983627380382
2025-09-11,0.0079392117510548,0.0370401282512032,0,LOW,0.217967594123684,0.2357892386339543,0.207985215063591,0.0422338655147362,0.2679525653226013,0.335747395411905,BULL,0.6,0.010874719515664044,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.013110083737039,0.0056934277255078,0.8189584475554351
2025-09-10,0.0088230820061374,0.0377161986544319,0,LOW,0.12583079786698279,0.0793473313797122,0.1160031827047979,0.3623005036614525,0.0124469198815095,0.1889392229325415,BULL,0.6,0.011361403699824284,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0131574781765573,0.0054275963506694,0.8187574473368744
2025-09-09,0.0068685928318873,0.0384765598620974,0,LOW,0.2452343900232709,0.2854764224171464,0.2513340265872749,-0.1020487601720832,0.2797994089513408,0.3590649539865672,BULL,0.6,0.010758828775476502,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0157120161037571,0.0054408230952297,0.8174737457504769
2025-09-08,0.0073717926222755,0.0374842112731111,0,LOW,0.15006627906412565,0.1169681064953743,0.1702864435622114,0.1797091912016727,0.05466723388172,0.2260097412056266,BULL,0.6,0.010746683490040774,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0004467337183338,0.0058600740429239,0.0058798625186529,0.8154754005181402
2025-09-05,0.0069715687351143,0.0427226342253714,0,LOW,0.163878523799098,0.146298589415912,0.1915893348114274,0.1051661065670723,0.0712361492977769,0.2433406290270041,NEUTRAL,1.0,0.019484441656704283,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0028962983893755,0.003395053533759,0.0059064467709795,0.8122325514378108
2025-09-04,0.0056641795988301,0.0421805717696215,0,LOW,0.2612258890304576,0.3142354840527078,0.2891753998797359,-0.2336949431918535,0.2506249161753865,0.355729167495831,NEUTRAL,1.0,0.018444916858607087,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0003082883206213,0.0060368141485027,0.8108761529635665
2025-09-03,0.0060537669820855,0.0396482190087767,0,LOW,0.19323690630917137,0.2041453046261834,0.2374311528563844,-0.0531204308469344,0.1068908966660767,0.261325476609827,NEUTRAL,1.0,0.01781182519142742,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0079824823368008,-0.0044693509606256,0.0058200747974983,0.8097038974001315
2025-09-02,0.0063330124049665,0.0414885337644805,2,LOW,0.2898750031838942,0.2655614727083507,0.2766351798476735,-0.19149844145414,0.1653419259366426,0.2940200838373032,NEUTRAL,1.0,0.0186374448807964,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.0133297096764032,-0.0075794330001814,0.0059326056002234,0.8084907913036786
2025-08-29,0.0054765656669442,0.0433650437095786,2,LOW,0.26698980460989213,0.2432689248263126,0.2626556757090029,-0.1483794707367491,0.1497606932345122,0.2703431047477779,NEUTRAL,1.0,0.01873753298186624,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.0059637093848583,-0.0004029502119626,0.006571642820494,0.807442916794933
2025-08-28,0.0062810217650554,0.0426598874349001,0,LOW,0.23573532428783048,0.2712644096632349,0.2510303140896924,-0.1181838404220436,0.2452598300001277,0.3236142942114164,BULL,0.6,0.011408174849700626,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0210368138447123,0.0075639657102848,0.8065957187512283
2025-08-27,0.006672652151136,0.0416255623943269,0,LOW,0.1595619502450652,0.139636745568659,0.187134410124509,0.1040865351209561,0.067771207874618,0.223713476876306,BULL,0.6,0.01134370244175169,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0133519676249704,0.0076279013298677,0.8053624148803675
2025-08-26,0.0082961897644838,0.0422415420301281,0,LOW,0.22922471924080878,0.2544503711298295,0.207731023670593,0.0324222930792344,0.304188470540255,0.3662339012078319,BULL,0.6,0.012106237834475581,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0002324859107735,0.0083619035301807,0.0076371728420287,0.8049579265333403
2025-08-25,0.0095249078541199,0.0448900864803089,0,LOW,0.1199697218136753,0.0712251683675976,0.097532186494585,0.4151955534929409,0.0,0.1873684869758055,NEUTRAL,1.0,0.02190272037328605,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0044010610261246,-0.001290301526157,0.0076303894057999,0.8034638329429719
2025-08-22,0.0061314199600966,0.0505250641831327,0,LOW,0.17487702758169332,0.172551675492903,0.2123020182623684,0.0166053190706321,0.0873460142040643,0.2377297687307061,NEUTRAL,1.0,0.021669195438159233,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0029063153113608,0.0075472172866673,0.803051038985541
2025-08-21,0.009175496486797,0.0932810183041003,1,LOW,0.36369717881310465,0.4334697284829796,0.3334347633421334,-0.3881208249034161,0.4574094096199801,0.4529340535502911,NEUTRAL,1.0,0.038612429122853155,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.0145747434945653,-0.0145747434945653,0.0067781657543662,0.8027405167473659
2025-08-20,0.0081029086815321,0.0442658590510789,1,LOW,0.1743845576523562,0.1423449187115043,0.1955102442763064,0.0845841397042615,0.0742857455482383,0.2034038014416903,NEUTRAL,1.0,0.02075994131087348,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.0106055241467267,-0.0105135126208126,0.0067083493182839,0.8035272092114382
2025-08-19,0.0080024481575098,0.0435434022855576,2,LOW,0.32790438123676663,0.3354719638916745,0.253326874822176,-0.1138174086348751,0.4192542359728035,0.4077922375759895,NEUTRAL,1.0,0.020441782102326528,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.0079696571678754,-0.0044811817016646,0.0069084171213206,0.8039685068742624
2025-08-18,0.0102243270235884,0.0405493555890163,0,LOW,0.10776914550734651,0.052596146829998,0.0719531019003594,0.50739673558472,0.0,0.1384314854196326,BULL,0.6,0.012502852212892898,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0025582966896997,0.0116052943116151,0.0067510867221354,0.8044173076206439
2025-08-15,0.0091716628530445,0.0422915472341833,0,LOW,0.1454412903896205,0.1084146277280059,0.1268801128878135,0.3268193728929733,0.0991987951985544,0.2075796028256557,BULL,0.6,0.012458173431865846,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0023412902366132,0.009824545651252,0.0067448535447427,0.804920819222504
2025-08-14,0.0098097029896624,0.0423605791243966,0,LOW,0.11315732936254345,0.0605243872138378,0.0877340925226859,0.4648849015317302,0.0,0.1543634563326653,BULL,0.6,0.012721505782091622,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0200869733225499,0.0067090109210866,0.8054323806277349
2025-08-13,0.0103769508360594,0.0424036565449306,0,LOW,0.21045115222044036,0.2071950670481512,0.163102017770807,0.2056043140132463,0.3138348973692011,0.3518433530525968,BULL,0.6,0.01295177870049859,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0191377974968627,0.0067844656900866,0.8055108711462805
2025-08-12,0.0131113514166697,0.0437034281140182,0,LOW,0.10294873269053856,0.0473107160844259,0.0307242426637424,0.6663538843529251,0.0,0.1585186216739612,BULL,0.6,0.014291146956445004,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.023440599038943,0.0067833910143868,0.8054564920592262
2025-08-11,0.0069804154991848,0.0426926047910073,0,LOW,0.1635261249853291,0.1453872073076473,0.192313605486489,0.1074790044390364,0.0717994709339358,0.2403349231760279,BULL,0.6,0.011687809050793606,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0019774524562664,0.0075256882921763,0.0065584178393465,0.8052491144435064
2025-08-08,0.0068962168051221,0.0434519047640419,0,LOW,0.17659360016972767,0.1709467679042338,0.2056692457145915,0.0604064819685895,0.0885835400348879,0.2732063541746137,BULL,0.6,0.011814424554446416,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0248665874354978,0.006526099657629,0.8049317883160602
2025-08-07,0.0091741094210709,0.0453159833266375,0,LOW,0.22555488957590666,0.2450506244721854,0.202471071252822,0.0711752847440076,0.2840326529774333,0.3863448442784929,NEUTRAL,1.0,0.021823765288019208,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0076125965063703,0.0002690119588926,0.0064038332932115,0.804996349299774
2025-08-06,0.0102196078417088,0.0428843659391256,0,LOW,0.12352510834406868,0.0769580874431821,0.1003046058068694,0.4301247654383212,0.0002369156275651,0.2072908283382941,NEUTRAL,1.0,0.02165227317580468,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0067807019344101,-0.0026479065980166,0.006414921032906,0.8053134990502668
2025-08-05,0.0036407216593745,0.1880837730815205,2,LOW,0.4963243500276057,0.5910597336201149,0.5149319794350585,-1.0,0.3979368823407105,0.4513700727046904,NEUTRAL,1.0,0.06819578965712558,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.0143305739369183,-0.0114756910137412,0.0063303681412107,0.8060571634917959
2025-08-04,0.0042527123516665,0.0774493865447664,0,LOW,0.46599875026372567,0.6337827391085717,0.4773259747116704,-0.9093239057446978,0.593475758109077,0.5398926354929581,NEUTRAL,1.0,0.029871548319251463,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.009307796077724,-0.0090589799860506,0.0061953632682889,0.8068976507848437
2025-08-01,0.0225382374967834,0.0518610415754638,2,LOW,0.27865333663696407,0.1435277745297644,0.1540320249439915,0.2509103109635032,0.1645611539290593,0.2555179192460071,BEAR,1.5,0.04920182838648231,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.0241407441515663,-0.0241407441515663,0.0054623920595822,0.8073919784288628
2025-07-31,0.0105925554037909,0.0431910343610021,0,LOW,0.11663104847862185,0.0659785984338577,0.0927639021243474,0.4755126179096138,0.0,0.1711504916110834,NEUTRAL,1.0,0.02200202303881482,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0078794887885489,-0.0036884159356598,0.0039329066566784,0.8078601969719756
2025-07-30,0.0078244460298459,0.0436872957413391,0,LOW,0.15208257295117458,0.1173270712031345,0.1685454100382335,0.2002989917699419,0.0805590247215599,0.2202038500527445,NEUTRAL,1.0,0.020376443428868518,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0041437676460842,0.0003942259306581,0.0041200471487294,0.8087847737547528
2025-07-29,0.0082987584939554,0.0398983109495315,0,LOW,0.14786534020960024,0.11143987358802,0.1549224460256554,0.2487312697104454,0.0735592441214332,0.2172778042049915,BULL,0.6,0.011615161112044222,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0028880250057834,0.0101771831380494,0.0041471184853376,0.8095065056977693
2025-07-28,0.008494977136985,0.0402392078297219,0,LOW,0.134934119255167,0.0923437586683416,0.1395015529749159,0.30467541191108,0.0307234300916013,0.1991500516068494,BULL,0.6,0.011763274727665748,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0002510907174575,0.0129936301006567,0.0040594641729826,0.8103110690395436
2025-07-25,0.0060630227614892,0.1059858655349919,0,LOW,0.34535640123234673,0.4483688393045761,0.333647833975391,-0.3987202542752381,0.4817260930919708,0.4791678849215774,BULL,0.6,0.02462161063932908,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0151693629847629,0.0040989895200271,0.8109134054207479
2025-07-24,0.0097914237965314,0.0404635239641845,0,LOW,0.11977785416434218,0.0705799238634025,0.101738197233412,0.4363360878151027,0.0013519311815426,0.1792295670386557,BULL,0.6,0.012315995313125988,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0101586081531983,0.0041256097309321,0.8105780148339723
2025-07-23,0.0071188083448889,0.0410295163238208,0,LOW,0.1575943573138499,0.132822547959923,0.1844681914422705,0.1381222685332161,0.065697482232877,0.2295597419422245,BULL,0.6,0.011392533682509039,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.01600399886084,0.0043190221595658,0.8102713357436312
2025-07-22,0.0055895581589031,0.0402486219457578,0,LOW,0.2005428045380396,0.216305611110961,0.249594143772619,-0.0930808736209505,0.1163510007120369,0.255043238608396,BULL,0.6,0.010632138290581345,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0108014672306258,0.0040657470912657,0.8094436055367638
2025-07-21,0.0065011787748114,0.0402910615129607,0,LOW,0.2423705357095438,0.2813996150806083,0.257204496906244,-0.1201196031507426,0.262229008538738,0.3393986189184992,BULL,0.6,0.010996582639898191,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0063379623025299,0.0045362341545217,0.8080922695100469
2025-07-18,0.0070029089409085,0.0428932933364329,0,LOW,0.15788088140869813,0.134011721824899,0.1872250747670809,0.12942016240048,0.0678417248188407,0.2221635563807412,BULL,0.6,0.011738726087605225,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0007323729567987,0.0063499575701564,0.0048361234006506,0.8071720818599561
2025-07-17,0.0078562374001029,0.0415571369196996,0,LOW,0.2640476465231414,0.3136627298767995,0.2482737506430139,-0.0836370943745301,0.3656505072124977,0.4043624163395781,NEUTRAL,1.0,0.019651552231961744,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0035473406911512,0.0049101426012225,0.8069429853863792
2025-07-16,0.0090789563136923,0.0428108801455606,0,LOW,0.12783876902758878,0.0820358640111929,0.1231105111757149,0.3619452441227834,0.017974842025556,0.1870581028435008,NEUTRAL,1.0,0.020885129654846204,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0025566551946594,0.0002563373659416,0.0048737471932685,0.8062835486364268
2025-07-15,0.0066406560893887,0.0425450428117585,0,LOW,0.1702600069025991,0.1606225126259436,0.209951338948652,0.056671374114951,0.0855177080711737,0.2275804819130745,NEUTRAL,1.0,0.01920719144221813,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0058802579038801,0.0029015336904258,0.0048989785390432,0.8060731128722234
2025-07-14,0.0060883543229028,0.0408328381182048,0,LOW,0.21110442122131348,0.2324453029145901,0.2496708430834975,-0.0851305702048783,0.1534624292983741,0.2890391307724236,BULL,0.6,0.010949354190755099,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0016138364825525,0.0066540885690726,0.005273884282843,0.8058314137631166
2025-07-11,0.0079719814143805,0.0439251458295917,0,LOW,0.23543606906525047,0.2679917688108571,0.231144956300115,-0.0185477127039544,0.2852169035898752,0.3734821214334762,NEUTRAL,1.0,0.02055558895970442,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0035152660221063,-0.0027505258343777,0.0055371679444907,0.8058477969739639
2025-07-10,0.0090169706605013,0.0397743509230143,0,LOW,0.1471386561061698,0.1115834371375488,0.139537320844111,0.300304693531474,0.0636883828271366,0.2431080448789475,NEUTRAL,1.0,0.019782053752380846,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0007674379362299,0.0061908509865793,0.8059598393352608
2025-07-09,0.0092383007165877,0.0398547683308432,0,LOW,0.13161468086923178,0.0883329168002703,0.1230687542032524,0.3563271872692629,0.0179423643803074,0.2123205486175215,BULL,0.6,0.011972438628946274,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0020469919780256,0.0058182641334409,0.0062046275546668,0.8063696648991684
2025-07-08,0.0042865274299234,0.0610631851804073,0,LOW,0.4471435196616423,0.617494653449848,0.4685990404865129,-0.8298598127843704,0.5866881426006212,0.5564749200586157,NEUTRAL,1.0,0.024158357642592766,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.007995666694774,0.0043552549089294,0.0062216468290221,0.8067261858520349
2025-07-07,0.0055035431121254,0.043049015633049,2,LOW,0.32803998541000096,0.3414449634262932,0.317049669160398,-0.3029986897190732,0.2770499374896822,0.3525146722891985,NEUTRAL,1.0,0.01864445849444866,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.0074521384454895,0.0045803703381726,0.0062650199471061,0.8069615120690108
2025-07-03,0.0082655660656391,0.0445605633281167,0,LOW,0.2870565958618338,0.3499965310873491,0.262932905089045,-0.1195890510646932,0.4267255928470349,0.4440034171927388,BULL,0.6,0.012581289064503755,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0220145895124537,0.006107787531733,0.8077299492108547
2025-07-02,0.0092632418967547,0.0438358671152961,0,LOW,0.11888140753907633,0.0693942066144047,0.0977887559275044,0.4118997077159673,0.0,0.1797880705301143,BULL,0.6,0.012818196433946513,0.4,0.2,NONE,0,0,0,1.0,0,1.0,38,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.0219561980148685,0.0062140075769981,0.808273513104794
