series,days,final_nav,total_return,annualized_return,max_drawdown,ulcer_index,recovery_time_days,tail_risk_5pct_mean,vol_annualized
strategy,2554,2.8604987830535915,1.8604987830535915,0.10926814343972935,-0.16738288140723223,0.05178066606521577,491,-0.018007968004902807,0.11413722988390798
benchmark,2554,4.027707187799518,3.0277071877995176,0.14736159436398655,-0.3371726416016424,0.07118033405533704,488,-0.02751076970360208,0.1790699202482548
