series,days,final_nav,total_return,annualized_return,max_drawdown,ulcer_index,recovery_time_days,tail_risk_5pct_mean,vol_annualized
strategy,2554,3.2601249832532577,2.2601249832532577,0.12367361784825026,-0.17845179749324647,0.05424471654820996,474,-0.01959974720050519,0.12384722130713274
benchmark,2554,4.027707187799518,3.0277071877995176,0.14736159436398655,-0.3371726416016424,0.07118033405533704,488,-0.02751076970360208,0.1790699202482548
