strategy,days,final_nav,total_return,annualized_return,annualized_vol,sharpe_like,max_drawdown,win_rate,total_trades,trades_per_year,total_turnover,total_trade_cost
lead10_primary,2297,3.245230794110981,2.245230794110981,0.13785754116845728,0.1556072647809117,0.8859325518159755,-0.3059979033184784,0.5533304309969526,38,4.1605215827338125,10.2,0.00204
lead5_primary,2297,3.1290553792109117,2.1290553792109117,0.13331582466107905,0.1554148630218628,0.8578061458788855,-0.30599790331847854,0.5533304309969526,40,4.379496402877698,11.0,0.0022
