date,p_structural,p_shock,tactical_level,risk_regime,structural_damage_score,breadth_damage_score,new_lows_ratio_proxy,ad_spread_proxy,sector_sync_breakdown_proxy,leadership_failure_proxy,regime_context,regime_multiplier,composite_risk_score,shock_high_cut_eff,shock_risk_cut_eff,hard_gate_reason,hard_force_crisis,hard_trend_cap_flag,hard_credit_high_flag,hard_max_allocation,recovery_active,recovery_cap,recovery_days,recovery_floor,base_allocation,shock_modifier,tactical_multiplier,final_allocation,allocation_action,drawdown_252,ret5d,vol20,hurst_100
2019-09-12,0.0043742698378641314,0.023114828523996548,0,LOW,0.27154057676163834,0.331123325167527,0.3476972257935139,-0.2936625196443853,0.19265339783939972,0.37275724400020666,BULL,0.6,0.006560079226806286,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.00238413202943788,0.011650914422647762,0.009523535716115038,0.7651967845592955
2019-09-11,0.005364316573080684,0.06465619825105058,0,LOW,0.3470502404058726,0.4501904765651031,0.38485276541142743,-0.39860930945891665,0.4092666170667776,0.5078014325664435,BULL,0.6,0.015669885096222087,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.005827742230530508,0.021119243767746543,0.00952269334847427,0.7648091766609475
2019-09-10,0.008775037178419676,0.025387974977298892,0,LOW,0.235284614133503,0.26779070910120517,0.290995532315816,-0.15664348445858192,0.1485520806900791,0.33441231968344054,BULL,0.6,0.00875373924481644,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.012847327826169486,0.0254180477471162,0.011894716717129482,0.7643316801310405
2019-09-09,0.007639875609451415,0.09799543762313563,0,LOW,0.4089038611669392,0.5492813915629804,0.50154831130556,-0.7112330160780301,0.4364695130872418,0.4997468951274279,BULL,0.6,0.023558593388544533,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.012615549581619145,0.019661596679289017,0.012323634196168283,0.7637836736175179
2019-09-06,0.007486599800806005,0.08825904168385797,0,LOW,0.3483217720062328,0.4513258404809763,0.43947123138076793,-0.5591400581732968,0.3206747653920735,0.41254065000664947,BULL,0.6,0.02145417267592451,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.01311228086268712,0.019148627479743885,0.012713811496917145,0.7624585110877925
2019-09-05,0.010048341652407453,0.08235698497735937,0,LOW,0.3925258403242638,0.516488380030325,0.4111504386661409,-0.4922368611165644,0.5420058967403318,0.5359331337843574,BULL,0.6,0.021213820089684372,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.013873408556246414,0.017909857074845048,0.01283872026213168,0.7641446253945308
2019-09-04,0.01399771317125996,0.030981049698342367,0,LOW,0.16856572512421075,0.12691095483262926,0.17284787719912797,0.14022294337774718,0.0566594600437662,0.22832226823574547,BULL,0.6,0.011965128573443281,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.02638965641157409,0.017827070929581357,0.01325567600650175,0.7685636068244717
2019-09-03,0.01807014552923588,0.03222227392500666,2,LOW,0.24431349011763315,0.1583481104068341,0.19829698238693896,0.07204846366024867,0.07645320852317473,0.2520159704340966,NEUTRAL,1.0,0.02302339046775565,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.03731685399662732,0.013490323720889208,0.01303543749820926,0.7707727676548461
2019-08-30,0.01393191098525916,0.04532134733336885,1,LOW,0.24053197860458086,0.24845438971365452,0.2799308550095915,-0.14322079931311274,0.1399462205630156,0.2879231505210837,NEUTRAL,1.0,0.02491821370709755,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.03165476307632298,0.026680857176344386,0.015047629894178589,0.7726962488095696
2019-08-29,0.015900127209925213,0.06461240085305743,1,LOW,0.3286622195845503,0.3876059868902294,0.321893793490179,-0.258925096036272,0.40414585951836157,0.4419467145221502,NEUTRAL,1.0,0.03294942298502149,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.031224047404773914,0.0007530159450090945,0.015143702603546137,0.7739753632079468
2019-08-28,0.028655624087442794,0.05095773966684152,1,LOW,0.2205999364727519,0.16667190601280701,0.20611289453273451,0.03768886141829711,0.08253225130323794,0.24278319606383658,NEUTRAL,1.0,0.03646136454023235,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.043442278756421926,-0.012172844178535591,0.014929829609905581,0.7757017757274829
2019-08-27,0.20597040672123987,0.15266089855572704,1,LOW,0.4464735842351701,0.4114619918620838,0.32056604108295295,-0.26046019522314634,0.47080516110170517,0.47075993591105525,NEUTRAL,1.0,0.18731207886331036,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.05013089570602414,-0.011100360817358212,0.014939384961712357,0.7761131384019128
2019-08-26,0.036445901678341934,0.05112149791172808,1,LOW,0.21092388484011945,0.1288300609782964,0.17093914317547101,0.12512833878355661,0.05517488913647744,0.2268131605875343,NEUTRAL,1.0,0.04158236036002708,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.04638949165086226,-0.014812397877308703,0.01493432501409198,0.7762357621934465
2019-08-23,0.2715565189349672,0.05274786284638961,2,LOW,0.36888536793098264,0.18945150519770546,0.22372811285782798,-0.012423575019510342,0.09623297666719953,0.2608252854162023,NEUTRAL,1.0,0.19497348930396505,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.05681962398043172,-0.013848534786212952,0.014607790006718488,0.7763551619168351
2019-08-22,0.016699673459518966,0.048258930759488144,1,LOW,0.27080963407887954,0.29301040028756065,0.24445187437468596,-0.07034146874029265,0.313704568327423,0.38860060116455647,NEUTRAL,1.0,0.02774541351450818,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.03195300222961317,0.02708535308580373,0.013706575667009306,0.7761018263525913
2019-08-21,0.0152707114346782,0.04983431502074311,1,LOW,0.15831494389182058,0.09875858003205727,0.14377531913446345,0.19166451317729966,0.034047470437916,0.21026529153693266,NEUTRAL,1.0,0.027367972689800922,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.03165476307632298,0.030116146528779142,0.013727690859996202,0.7778601666174279
